meter,post,treatment,reef,spat.source,home.away,position,date.checked,month.checked,number.shells,color,status,size,diff,notes
3,117,cage,butler,butler,home,3,8/17/19,initial,2,blue,1,6,0,
3,117,cage,butler,butler,home,3,8/17/19,initial,2,purple,1,13,0,
3,117,cage,butler,butler,home,3,8/17/19,initial,2,red,1,9,0,
14,120,cage,pellicer,butler,away,3,8/17/19,initial,1,blue,1,10,0,
14,120,cage,pellicer,butler,away,3,8/17/19,initial,1,purple,1,14,0,
14,120,cage,pellicer,butler,away,3,8/17/19,initial,1,red,1,10,0,
5,1,cage,pellicer,pellicer,home,3,5/18/20,nine,1,blue,1,38.29,33.29,
5,1,cage,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,52.92,39.92,
5,1,cage,pellicer,pellicer,home,3,5/18/20,nine,1,red,1,46.82,33.82,
20,2,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,44.77,34.77,
3,7,cage,pellicer,pellicer,home,3,5/18/20,nine,1,blue,1,61.11,43.11,
3,7,cage,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,40.65,31.65,spat on top of shell
3,7,cage,pellicer,pellicer,home,3,5/18/20,nine,1,red,1,48.47,31.47,
1,12,control,butler,pellicer,away,3,5/18/20,nine,2,purple,1,64.54,54.54,
11,13,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,28.37,11.37,
11,13,control,butler,pellicer,away,3,5/18/20,nine,2,purple,1,49.9,36.9,
6,16,control,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,30.13,12.13,
12,18,cage,pellicer,pellicer,home,3,5/18/20,nine,2,blue,1,34.91,23.91,
12,18,cage,pellicer,pellicer,home,3,5/18/20,nine,2,red,1,41.78,30.78,
8,25,control,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,36.34,25.34,overgrowing red
7,26,cage,pellicer,pellicer,home,3,5/18/20,nine,3,blue,1,33.22,20.22,
7,26,cage,pellicer,pellicer,home,3,5/18/20,nine,3,purple,1,50.83,39.83,
7,26,cage,pellicer,pellicer,home,3,5/18/20,nine,3,red,1,38.41,31.41,
2,37,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,54,43,
2,37,control,butler,pellicer,away,3,5/18/20,nine,2,red,1,45.57,32.57,
4,41,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,42.41,35.41,
4,41,control,butler,pellicer,away,3,5/18/20,nine,2,red,1,34.58,28.58,
9,47,cage,butler,pellicer,away,3,5/18/20,nine,2,purple,1,41.43,37.43,
18,59,control,pellicer,pellicer,home,3,5/18/20,nine,2,purple,1,32.97,18.97,
9,71,cage,pellicer,butler,away,3,5/18/20,nine,3,blue,1,51.3,46.3,
9,71,cage,pellicer,butler,away,3,5/18/20,nine,3,red,1,33.48,24.48,
11,73,control,pellicer,butler,away,3,5/18/20,nine,1,blue,1,37.22,30.22,
13,80,cage,pellicer,butler,away,3,5/18/20,nine,2,blue,1,31.74,23.74,
13,80,cage,pellicer,butler,away,3,5/18/20,nine,2,purple,1,47.82,35.82,
13,80,cage,pellicer,butler,away,3,5/18/20,nine,2,red,1,70.87,63.87,
15,82,control,butler,butler,home,3,5/18/20,nine,2,blue,1,42.57,27.57,
7,84,control,butler,butler,home,3,5/18/20,nine,3,blue,1,32.81,22.81,
10,89,control,butler,butler,home,3,5/18/20,nine,2,blue,1,32.5,19.5,
10,89,control,butler,butler,home,3,5/18/20,nine,2,red,1,44.64,34.64,
18,92,cage,butler,butler,home,3,5/18/20,nine,3,purple,1,40.32,27.32,
17,100,control,butler,butler,home,3,5/18/20,nine,3,blue,1,27.92,8.92,
14,105,cage,butler,butler,home,3,5/18/20,nine,2,blue,1,48.34,33.34,
14,120,cage,pellicer,butler,away,3,5/18/20,nine,1,blue,1,32.79,22.79,
14,120,cage,pellicer,butler,away,3,5/18/20,nine,1,purple,1,39.53,25.53,
14,120,cage,pellicer,butler,away,3,5/18/20,nine,1,red,1,18.85,8.85,
13,3,cage,butler,pellicer,away,1,9/27/19,one,1,blue,1,22.92,10.92,
13,3,cage,butler,pellicer,away,1,9/27/19,one,1,purple,1,20.3,13.3,
13,3,cage,butler,pellicer,away,1,9/27/19,one,1,red,1,16.95,10.95,
17,9,cage,pellicer,pellicer,home,1,9/27/19,one,1,blue,1,29.38,13.38,
17,9,cage,pellicer,pellicer,home,1,9/27/19,one,1,red,1,23.99,13.99,
6,11,control,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,16.44,6.44,
6,11,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,19.49,8.49,
6,11,control,pellicer,pellicer,home,1,9/27/19,one,2,red,1,23.54,13.54,
6,14,cage,butler,pellicer,away,1,9/27/19,one,3,blue,1,14.29,7.29,
6,14,cage,butler,pellicer,away,1,9/27/19,one,3,purple,1,31.11,15.11,
4,15,control,butler,pellicer,away,1,9/27/19,one,3,purple,1,32.8,18.8,
15,17,control,pellicer,pellicer,home,1,9/27/19,one,1,red,1,15.34,8.34,
8,19,control,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,18.05,5.05,
8,19,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,23.84,17.84,
8,19,control,pellicer,pellicer,home,1,9/27/19,one,2,red,1,20.55,7.55,
12,28,cage,pellicer,pellicer,home,1,9/27/19,one,3,blue,1,23.18,13.18,
12,28,cage,pellicer,pellicer,home,1,9/27/19,one,3,purple,1,30.33,16.33,
12,28,cage,pellicer,pellicer,home,1,9/27/19,one,3,red,1,23.46,12.46,
20,33,control,butler,pellicer,away,1,9/27/19,one,1,blue,1,22.58,6.58,
20,33,control,butler,pellicer,away,1,9/27/19,one,1,purple,1,24,8,
20,33,control,butler,pellicer,away,1,9/27/19,one,1,red,1,22.51,8.51,
9,35,cage,butler,pellicer,away,1,9/27/19,one,3,blue,1,17.2,6.2,
9,35,cage,butler,pellicer,away,1,9/27/19,one,3,purple,1,20.8,12.8,
9,35,cage,butler,pellicer,away,1,9/27/19,one,3,red,1,17.39,11.39,
18,45,control,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,14.68,9.68,
18,45,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,22.31,10.31,
18,45,control,pellicer,pellicer,home,1,9/27/19,one,2,red,1,18.41,11.41,
3,49,cage,pellicer,pellicer,home,1,9/27/19,one,3,red,1,23.97,15.97,
10,50,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,16.11,4.11,
5,53,cage,butler,pellicer,away,1,9/27/19,one,3,blue,1,25.58,17.58,
5,53,cage,butler,pellicer,away,1,9/27/19,one,3,purple,1,21.3,10.3,
5,53,cage,butler,pellicer,away,1,9/27/19,one,3,red,1,20.76,13.76,
7,54,cage,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,30.79,19.79,
7,54,cage,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,25.94,10.94,
7,54,cage,pellicer,pellicer,home,1,9/27/19,one,2,red,1,17.01,8.01,
19,55,cage,butler,pellicer,away,1,9/27/19,one,1,blue,1,15.34,2.34,
19,55,cage,butler,pellicer,away,1,9/27/19,one,1,purple,1,29.84,15.84,
19,55,cage,butler,pellicer,away,1,9/27/19,one,1,red,1,17.75,5.75,
5,56,cage,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,17.88,7.88,
5,56,cage,pellicer,pellicer,home,1,9/27/19,one,2,red,1,25.63,10.63,
11,57,control,butler,pellicer,away,1,9/27/19,one,3,purple,1,17.57,7.57,
11,57,control,butler,pellicer,away,1,9/27/19,one,3,red,1,17.4,6.4,
2,60,control,butler,pellicer,away,1,9/27/19,one,3,purple,1,20.9,7.9,
2,60,control,butler,pellicer,away,1,9/27/19,one,3,red,1,25.49,12.49,
9,61,cage,pellicer,butler,away,1,9/27/19,one,2,blue,1,17.21,5.21,
9,61,cage,pellicer,butler,away,1,9/27/19,one,2,red,1,22.63,7.63,
19,65,control,pellicer,butler,away,1,9/27/19,one,3,unidentified,1,17.49,,colors missing
19,65,control,pellicer,butler,away,1,9/27/19,one,3,unidentified,1,16.99,,colors missing
7,74,control,butler,butler,home,1,9/27/19,one,2,purple,1,21.73,8.73,
11,75,control,pellicer,butler,away,1,9/27/19,one,2,blue,1,23.99,7.99,
11,75,control,pellicer,butler,away,1,9/27/19,one,2,red,1,24.72,7.72,
3,77,cage,butler,butler,home,1,9/27/19,one,2,blue,1,25.82,8.82,
3,77,cage,butler,butler,home,1,9/27/19,one,2,purple,1,25.61,14.61,
16,78,cage,pellicer,butler,away,1,9/27/19,one,1,purple,1,19.15,7.15,
2,79,control,pellicer,butler,away,1,9/27/19,one,1,blue,1,12.58,3.58,
2,79,control,pellicer,butler,away,1,9/27/19,one,1,purple,1,19.17,11.17,
12,86,cage,butler,butler,home,1,9/27/19,one,2,purple,1,13.6,5.6,
12,86,cage,butler,butler,home,1,9/27/19,one,2,red,1,21.44,9.44,
8,88,control,butler,butler,home,1,9/27/19,one,3,blue,1,20.52,11.52,
8,88,control,butler,butler,home,1,9/27/19,one,3,red,1,17.56,2.56,
14,91,cage,pellicer,butler,away,1,9/27/19,one,2,red,1,23.12,7.12,
13,93,cage,pellicer,butler,away,1,9/27/19,one,1,purple,1,14.9,5.9,
13,93,cage,pellicer,butler,away,1,9/27/19,one,1,red,1,16.24,8.24,
20,95,cage,pellicer,butler,away,1,9/27/19,one,3,blue,1,18.26,12.26,
18,101,cage,butler,butler,home,1,9/27/19,one,2,blue,1,16.24,2.24,
18,101,cage,butler,butler,home,1,9/27/19,one,2,purple,1,21.16,13.16,
18,101,cage,butler,butler,home,1,9/27/19,one,2,red,1,11.7,1.7,
4,103,control,pellicer,butler,away,1,9/27/19,one,3,blue,1,22.82,11.82,
4,103,control,pellicer,butler,away,1,9/27/19,one,3,purple,1,16.64,9.64,
4,103,control,pellicer,butler,away,1,9/27/19,one,3,red,1,19.76,7.76,
16,110,cage,butler,butler,home,1,9/27/19,one,1,blue,1,17.3,8.3,
16,110,cage,butler,butler,home,1,9/27/19,one,1,purple,1,18.62,14.62,
16,110,cage,butler,butler,home,1,9/27/19,one,1,red,1,19.37,12.37,
1,112,control,pellicer,butler,away,1,9/27/19,one,3,blue,1,19.37,12.37,
1,112,control,pellicer,butler,away,1,9/27/19,one,3,purple,1,20.4,8.4,
1,112,control,pellicer,butler,away,1,9/27/19,one,3,red,1,27.85,11.85,
15,113,control,butler,butler,home,1,9/27/19,one,1,blue,1,19.17,6.17,
15,113,control,butler,butler,home,1,9/27/19,one,1,purple,1,16.41,5.41,
17,115,control,butler,butler,home,1,9/27/19,one,1,blue,1,15.11,13.11,
17,115,control,butler,butler,home,1,9/27/19,one,1,purple,1,14.17,8.17,
17,115,control,butler,butler,home,1,9/27/19,one,1,red,1,17.07,12.07,
10,116,control,butler,butler,home,1,9/27/19,one,3,purple,1,16.29,9.29,
10,116,control,butler,butler,home,1,9/27/19,one,3,red,1,19.97,6.97,
14,118,cage,butler,butler,home,1,9/27/19,one,3,purple,1,27.28,14.28,marked 18P on bag
14,118,cage,butler,butler,home,1,9/27/19,one,3,red,1,20.2,13.2,marked 18R on bag
9,4,cage,butler,pellicer,away,2,9/26/19,one,1,red,1,15,10,
7,5,cage,pellicer,pellicer,home,2,9/27/19,one,2,blue,1,22,9,
7,5,cage,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,25,18,
7,5,cage,pellicer,pellicer,home,2,9/27/19,one,2,red,1,17,5,
11,6,control,butler,pellicer,away,2,9/26/19,one,2,blue,1,23,10,
15,8,control,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,25,13,
5,10,cage,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,27,12,
5,10,cage,pellicer,pellicer,home,2,9/27/19,one,3,purple,1,20,8,
1,20,control,butler,pellicer,away,2,9/26/19,one,3,blue,1,13,8,
6,21,cage,butler,pellicer,away,2,9/26/19,one,1,purple,1,17,7,
6,21,cage,butler,pellicer,away,2,9/26/19,one,1,red,1,25,11,
5,23,cage,butler,pellicer,away,2,9/26/19,one,3,blue,1,22,11,
5,23,cage,butler,pellicer,away,2,9/26/19,one,3,red,1,20,12,
8,27,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,23,7,
8,27,control,pellicer,pellicer,home,2,9/27/19,one,3,red,1,20,4,
6,29,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,15,7,
10,31,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,24,4,
10,31,control,pellicer,pellicer,home,2,9/27/19,one,3,purple,1,21,9,
10,31,control,pellicer,pellicer,home,2,9/27/19,one,3,red,1,26,8,
2,32,control,butler,pellicer,away,2,9/26/19,one,1,blue,1,19,8,
2,32,control,butler,pellicer,away,2,9/26/19,one,1,red,1,16,4,
4,39,control,butler,pellicer,away,2,9/26/19,one,1,blue,1,17,5,
4,39,control,butler,pellicer,away,2,9/26/19,one,1,purple,1,26,12,
12,42,cage,pellicer,pellicer,home,2,9/27/19,one,2,blue,1,27,16,
12,42,cage,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,19,10,
19,43,cage,butler,pellicer,away,2,9/26/19,one,3,blue,1,26,9,
19,43,cage,butler,pellicer,away,2,9/26/19,one,3,purple,1,23,10,
19,43,cage,butler,pellicer,away,2,9/26/19,one,3,red,1,21,9,
3,44,cage,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,15,9,
3,44,cage,pellicer,pellicer,home,2,9/27/19,one,2,red,1,18,8,
20,46,control,butler,pellicer,away,2,9/26/19,one,1,blue,1,27,13,
20,46,control,butler,pellicer,away,2,9/26/19,one,1,purple,1,24,9,
18,48,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,20,9,
18,48,control,pellicer,pellicer,home,2,9/27/19,one,3,purple,1,18,6,
18,48,control,pellicer,pellicer,home,2,9/27/19,one,3,red,1,15,9,
20,67,cage,pellicer,butler,away,2,9/27/19,one,2,blue,1,14,8,
20,67,cage,pellicer,butler,away,2,9/27/19,one,2,red,1,16,9,
8,68,control,butler,butler,home,2,9/26/19,one,2,blue,1,20,6,
8,68,control,butler,butler,home,2,9/26/19,one,2,red,1,23,9,
17,72,control,butler,butler,home,2,9/26/19,one,2,blue,1,19,9,
17,72,control,butler,butler,home,2,9/26/19,one,2,purple,1,22,5,
17,72,control,butler,butler,home,2,9/26/19,one,2,red,1,20,9,
1,76,control,pellicer,butler,away,2,9/27/19,one,2,purple,1,25,11,
1,76,control,pellicer,butler,away,2,9/27/19,one,2,red,1,14,11,
16,94,cage,butler,butler,home,2,9/26/19,one,3,blue,1,16,9,
16,94,cage,butler,butler,home,2,9/26/19,one,3,purple,1,18,2,
16,94,cage,butler,butler,home,2,9/26/19,one,3,red,1,11,0,
14,96,cage,butler,butler,home,2,9/26/19,one,2,purple,1,24,15,
14,96,cage,butler,butler,home,2,9/26/19,one,2,red,1,29,18,
18,97,cage,butler,butler,home,2,9/26/19,one,3,blue,1,23,16,
18,97,cage,butler,butler,home,2,9/26/19,one,3,purple,1,27,17,
15,102,control,butler,butler,home,2,9/26/19,one,3,purple,1,23,6,
14,104,cage,pellicer,butler,away,2,9/27/19,one,3,purple,1,19,2,
13,106,cage,pellicer,butler,away,2,9/27/19,one,3,blue,1,20,3,
13,106,cage,pellicer,butler,away,2,9/27/19,one,3,purple,1,27,11,
13,106,cage,pellicer,butler,away,2,9/27/19,one,3,red,1,25,9,
11,108,control,pellicer,butler,away,2,9/27/19,one,3,blue,1,18,6,
11,108,control,pellicer,butler,away,2,9/27/19,one,3,red,1,19,15,
2,109,control,pellicer,butler,away,2,9/27/19,one,2,blue,1,18,10,
2,109,control,pellicer,butler,away,2,9/27/19,one,2,purple,1,15,6,
2,109,control,pellicer,butler,away,2,9/27/19,one,2,red,1,23,10,
9,111,cage,pellicer,butler,away,2,9/27/19,one,2,purple,1,19,5,
3,114,cage,butler,butler,home,2,9/26/19,one,3,blue,1,19,13,
3,114,cage,butler,butler,home,2,9/26/19,one,3,purple,1,24,11,
3,114,cage,butler,butler,home,2,9/26/19,one,3,red,1,14,2,
7,119,control,butler,butler,home,2,9/26/19,one,2,blue,1,22,8,
7,119,control,butler,butler,home,2,9/26/19,one,2,red,1,22,14,
5,1,cage,pellicer,pellicer,home,3,9/27/19,one,1,blue,1,15,10,
5,1,cage,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,24,11,
5,1,cage,pellicer,pellicer,home,3,9/27/19,one,1,red,1,16,3,
20,2,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,21,11,
20,2,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,21,7,
3,7,cage,pellicer,pellicer,home,3,9/27/19,one,1,blue,1,24,6,
3,7,cage,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,21,12,
3,7,cage,pellicer,pellicer,home,3,9/27/19,one,1,red,1,22,5,
1,12,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,26,16,
11,13,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,18,1,
11,13,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,23,10,
6,16,control,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,19,1,
12,18,cage,pellicer,pellicer,home,3,9/27/19,one,2,blue,1,14,3,
12,18,cage,pellicer,pellicer,home,3,9/27/19,one,2,red,1,20,9,
15,22,control,pellicer,pellicer,home,3,9/27/19,one,3,blue,1,15,6,
10,24,control,pellicer,pellicer,home,3,9/27/19,one,1,blue,1,14,5,
10,24,control,pellicer,pellicer,home,3,9/27/19,one,1,red,1,18,13,
8,25,control,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,19,8,
8,25,control,pellicer,pellicer,home,3,9/27/19,one,1,red,1,18,3,
7,26,cage,pellicer,pellicer,home,3,9/27/19,one,3,blue,1,18,5,
7,26,cage,pellicer,pellicer,home,3,9/27/19,one,3,purple,1,24,13,
7,26,cage,pellicer,pellicer,home,3,9/27/19,one,3,red,1,22,15,
2,37,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,20,9,
2,37,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,14,8,
2,37,control,butler,pellicer,away,3,9/26/19,one,2,red,1,18,5,
19,38,cage,butler,pellicer,away,3,9/26/19,one,2,blue,1,20,12,
19,38,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,21,13,
19,38,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,27,14,
4,41,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,9,2,
4,41,control,butler,pellicer,away,3,9/26/19,one,2,red,1,13,7,
9,47,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,15,11,
9,47,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,21,7,
5,51,cage,butler,pellicer,away,3,9/26/19,one,2,blue,1,17,5,
5,51,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,13,1,
5,51,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,24,6,
13,52,cage,butler,pellicer,away,3,9/26/19,one,2,blue,1,16,6,
13,52,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,23,12,
13,52,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,18,11,
18,59,control,pellicer,pellicer,home,3,9/27/19,one,2,purple,1,22,8,
16,66,cage,butler,butler,home,3,9/26/19,one,2,blue,1,17,12,
16,66,cage,butler,butler,home,3,9/26/19,one,2,purple,1,15,3,
16,66,cage,butler,butler,home,3,9/26/19,one,2,red,1,23,14,
20,69,cage,pellicer,butler,away,3,9/27/19,one,3,blue,1,28,14,
20,69,cage,pellicer,butler,away,3,9/27/19,one,3,purple,1,20,8,
20,69,cage,pellicer,butler,away,3,9/27/19,one,3,red,1,15,10,
9,71,cage,pellicer,butler,away,3,9/27/19,one,3,blue,1,18,13,
9,71,cage,pellicer,butler,away,3,9/27/19,one,3,red,1,21,12,
11,73,control,pellicer,butler,away,3,9/27/19,one,1,blue,1,14,7,
11,73,control,pellicer,butler,away,3,9/27/19,one,1,purple,1,15,10,
11,73,control,pellicer,butler,away,3,9/27/19,one,1,red,1,17,10,
13,80,cage,pellicer,butler,away,3,9/27/19,one,2,blue,1,20,12,
13,80,cage,pellicer,butler,away,3,9/27/19,one,2,purple,1,26,14,
13,80,cage,pellicer,butler,away,3,9/27/19,one,2,red,1,25,18,
15,82,control,butler,butler,home,3,9/26/19,one,2,blue,1,22,7,
15,82,control,butler,butler,home,3,9/26/19,one,2,red,1,27,10,
4,83,control,pellicer,butler,away,3,9/27/19,one,3,blue,1,20,6,
7,84,control,butler,butler,home,3,9/26/19,one,3,blue,1,16,6,
10,89,control,butler,butler,home,3,9/26/19,one,2,blue,1,16,3,
10,89,control,butler,butler,home,3,9/26/19,one,2,red,1,21,11,
2,90,control,pellicer,butler,away,3,9/27/19,one,3,purple,1,8,0,
18,92,cage,butler,butler,home,3,9/26/19,one,3,purple,1,16,3,
12,99,cage,butler,butler,home,3,9/26/19,one,3,blue,1,13,8,
12,99,cage,butler,butler,home,3,9/26/19,one,3,purple,1,14,2,
17,100,control,butler,butler,home,3,9/26/19,one,3,blue,1,19,0,
17,100,control,butler,butler,home,3,9/26/19,one,3,red,1,23,9,
14,105,cage,butler,butler,home,3,9/26/19,one,2,blue,1,30,15,
14,105,cage,butler,butler,home,3,9/26/19,one,2,purple,1,21,9,
14,105,cage,butler,butler,home,3,9/26/19,one,2,red,1,26,11,
3,117,cage,butler,butler,home,3,9/26/19,one,2,blue,1,18,12,
3,117,cage,butler,butler,home,3,9/26/19,one,2,purple,1,24,11,
3,117,cage,butler,butler,home,3,9/26/19,one,2,red,1,24,15,
14,120,cage,pellicer,butler,away,3,9/27/19,one,1,blue,1,15,5,
14,120,cage,pellicer,butler,away,3,9/27/19,one,1,purple,1,22,8,
14,120,cage,pellicer,butler,away,3,9/27/19,one,1,red,1,17,7,
9,4,cage,butler,pellicer,away,2,11/19/19,three,1,red,1,27.41,22.41,
7,5,cage,pellicer,pellicer,home,2,11/15/19,three,2,blue,1,35.48,22.48,
7,5,cage,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,44.14,37.14,
7,5,cage,pellicer,pellicer,home,2,11/15/19,three,2,red,1,22.21,10.21,
11,6,control,butler,pellicer,away,2,11/19/19,three,2,blue,1,34.67,21.67,
15,8,control,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,38.1,26.1,
5,10,cage,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,44.16,29.16,
5,10,cage,pellicer,pellicer,home,2,11/15/19,three,3,purple,1,35.98,23.98,
6,21,cage,butler,pellicer,away,2,11/19/19,three,1,purple,1,17.7,7.7,
5,23,cage,butler,pellicer,away,2,11/19/19,three,3,blue,1,30.02,19.02,
5,23,cage,butler,pellicer,away,2,11/19/19,three,3,red,1,31.65,23.65,
8,27,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,25.63,9.63,
8,27,control,pellicer,pellicer,home,2,11/15/19,three,3,red,1,25.61,9.61,
6,29,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,22.42,14.42,
10,31,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,32.05,12.05,
10,31,control,pellicer,pellicer,home,2,11/15/19,three,3,purple,1,29.47,17.47,
10,31,control,pellicer,pellicer,home,2,11/15/19,three,3,red,1,44.61,26.61,
2,32,control,butler,pellicer,away,2,11/19/19,three,1,blue,1,29.58,18.58,
2,32,control,butler,pellicer,away,2,11/19/19,three,1,red,1,26.35,14.35,
4,39,control,butler,pellicer,away,2,11/19/19,three,1,blue,1,28.11,16.11,
4,39,control,butler,pellicer,away,2,11/19/19,three,1,purple,1,29.99,15.99,
13,40,cage,butler,pellicer,away,2,11/19/19,three,3,blue,1,24.28,12.28,
13,40,cage,butler,pellicer,away,2,11/19/19,three,3,red,1,26.37,15.37,
12,42,cage,pellicer,pellicer,home,2,11/15/19,three,2,blue,1,41.42,30.42,
12,42,cage,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,23.06,14.06,
19,43,cage,butler,pellicer,away,2,11/19/19,three,3,blue,1,28.68,11.68,
19,43,cage,butler,pellicer,away,2,11/19/19,three,3,purple,1,29.03,16.03,
3,44,cage,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,29.15,23.15,
3,44,cage,pellicer,pellicer,home,2,11/15/19,three,2,red,1,29.69,19.69,
20,46,control,butler,pellicer,away,2,11/19/19,three,1,blue,1,45.7,31.7,
20,46,control,butler,pellicer,away,2,11/19/19,three,1,purple,1,29.89,14.89,
18,48,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,23.54,12.54,
18,48,control,pellicer,pellicer,home,2,11/15/19,three,3,purple,1,33.78,21.78,
18,48,control,pellicer,pellicer,home,2,11/15/19,three,3,red,1,28.7,22.7,
20,67,cage,pellicer,butler,away,2,11/15/19,three,2,blue,1,24.84,18.84,
20,67,cage,pellicer,butler,away,2,11/15/19,three,2,red,1,26.54,19.54,
8,68,control,butler,butler,home,2,11/19/19,three,2,blue,1,28.38,14.38,
8,68,control,butler,butler,home,2,11/19/19,three,2,red,1,31.8,17.8,
17,72,control,butler,butler,home,2,11/19/19,three,2,purple,1,26.07,9.07,
1,76,control,pellicer,butler,away,2,11/15/19,three,2,purple,1,32.57,18.57,
1,76,control,pellicer,butler,away,2,11/15/19,three,2,red,1,23.25,20.25,
16,94,cage,butler,butler,home,2,11/19/19,three,3,blue,1,26.66,19.66,
16,94,cage,butler,butler,home,2,11/19/19,three,3,purple,1,23.23,7.23,
16,94,cage,butler,butler,home,2,11/19/19,three,3,red,1,24.18,13.18,
14,96,cage,butler,butler,home,2,11/19/19,three,2,purple,1,33.58,24.58,
14,96,cage,butler,butler,home,2,11/19/19,three,2,red,1,42.48,31.48,
18,97,cage,butler,butler,home,2,11/19/19,three,3,blue,1,26.33,19.33,
18,97,cage,butler,butler,home,2,11/19/19,three,3,purple,1,34.02,24.02,
15,102,control,butler,butler,home,2,11/19/19,three,3,purple,1,28.01,11.01,
14,104,cage,pellicer,butler,away,2,11/15/19,three,3,purple,1,25.68,8.68,
13,106,cage,pellicer,butler,away,2,11/15/19,three,3,blue,1,21.21,4.21,
13,106,cage,pellicer,butler,away,2,11/15/19,three,3,purple,1,29.38,13.38,
13,106,cage,pellicer,butler,away,2,11/15/19,three,3,red,1,31.85,15.85,
11,108,control,pellicer,butler,away,2,11/15/19,three,3,blue,1,26.56,14.56,
11,108,control,pellicer,butler,away,2,11/15/19,three,3,red,1,27.21,23.21,
2,109,control,pellicer,butler,away,2,11/15/19,three,2,blue,1,23.93,15.93,
2,109,control,pellicer,butler,away,2,11/15/19,three,2,purple,1,21.17,12.17,
2,109,control,pellicer,butler,away,2,11/15/19,three,2,red,1,25.88,12.88,
9,111,cage,pellicer,butler,away,2,11/15/19,three,2,purple,1,26.38,12.38,
3,114,cage,butler,butler,home,2,11/19/19,three,3,blue,1,31.53,25.53,
3,114,cage,butler,butler,home,2,11/19/19,three,3,purple,1,32.36,19.36,
7,119,control,butler,butler,home,2,11/19/19,three,2,blue,1,29.3,15.3,
7,119,control,butler,butler,home,2,11/19/19,three,2,red,1,34.14,26.14,
5,1,cage,pellicer,pellicer,home,3,11/15/19,three,1,blue,1,22,17,
5,1,cage,pellicer,pellicer,home,3,11/15/19,three,1,purple,1,40,27,
5,1,cage,pellicer,pellicer,home,3,11/15/19,three,1,red,1,29,16,
20,2,control,butler,pellicer,away,3,11/12/19,three,2,blue,1,30,20,
3,7,cage,pellicer,pellicer,home,3,11/15/19,three,1,blue,1,39,21,
3,7,cage,pellicer,pellicer,home,3,11/15/19,three,1,purple,1,33,24,spat on top of shell
3,7,cage,pellicer,pellicer,home,3,11/15/19,three,1,red,1,37,20,
1,12,control,butler,pellicer,away,3,11/12/19,three,2,purple,1,43,33,
