meter,post,treatment,reef,spat.source,home.away,position,date.checked,month.checked,number.shells,color,status,size,missing.cage,notes
14,120,cage,pellicer,butler,away,3,8/17/19,initial,1,purple,1,14,,
14,120,cage,pellicer,butler,away,3,8/17/19,initial,1,red,1,10,,
5,1,cage,pellicer,pellicer,home,3,5/18/20,nine,1,blue,1,38.29,,
5,1,cage,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,52.92,,
5,1,cage,pellicer,pellicer,home,3,5/18/20,nine,1,red,1,46.82,,
20,2,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,44.77,,
20,2,control,butler,pellicer,away,3,5/18/20,nine,2,purple,0,,,
20,2,control,butler,pellicer,away,3,5/18/20,nine,2,red,2,,,
3,7,cage,pellicer,pellicer,home,3,5/18/20,nine,1,blue,1,61.11,,
3,7,cage,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,40.65,,spat on top of shell
3,7,cage,pellicer,pellicer,home,3,5/18/20,nine,1,red,1,48.47,,
1,12,control,butler,pellicer,away,3,5/18/20,nine,2,blue,0,,,
1,12,control,butler,pellicer,away,3,5/18/20,nine,2,purple,1,64.54,,
1,12,control,butler,pellicer,away,3,5/18/20,nine,2,red,0,,,
11,13,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,28.37,,
11,13,control,butler,pellicer,away,3,5/18/20,nine,2,purple,1,49.9,,
11,13,control,butler,pellicer,away,3,5/18/20,nine,2,red,0,,,
6,16,control,pellicer,pellicer,home,3,5/18/20,nine,1,blue,0,,,
6,16,control,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,30.13,,
6,16,control,pellicer,pellicer,home,3,5/18/20,nine,1,red,0,,,
12,18,cage,pellicer,pellicer,home,3,5/18/20,nine,2,blue,1,34.91,,
12,18,cage,pellicer,pellicer,home,3,5/18/20,nine,2,purple,0,,,
12,18,cage,pellicer,pellicer,home,3,5/18/20,nine,2,red,1,41.78,,
15,22,control,pellicer,pellicer,home,3,5/18/20,nine,3,blue,0,,,
15,22,control,pellicer,pellicer,home,3,5/18/20,nine,3,purple,0,,,
15,22,control,pellicer,pellicer,home,3,5/18/20,nine,3,red,2,,,
10,24,control,pellicer,pellicer,home,3,5/18/20,nine,1,blue,0,,,
10,24,control,pellicer,pellicer,home,3,5/18/20,nine,1,purple,0,,,
10,24,control,pellicer,pellicer,home,3,5/18/20,nine,1,red,0,,,overgrowing blue
8,25,control,pellicer,pellicer,home,3,5/18/20,nine,1,purple,1,36.34,,overgrowing red
8,25,control,pellicer,pellicer,home,3,5/18/20,nine,1,red,0,,,
7,26,cage,pellicer,pellicer,home,3,5/18/20,nine,3,blue,1,33.22,,
7,26,cage,pellicer,pellicer,home,3,5/18/20,nine,3,purple,1,50.83,,
7,26,cage,pellicer,pellicer,home,3,5/18/20,nine,3,red,1,38.41,,
6,36,cage,butler,pellicer,away,3,5/18/20,nine,2,blue,0,,cage missing,
6,36,cage,butler,pellicer,away,3,5/18/20,nine,2,purple,0,,cage missing,
6,36,cage,butler,pellicer,away,3,5/18/20,nine,2,red,0,,cage missing,
2,37,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,54,,
2,37,control,butler,pellicer,away,3,5/18/20,nine,2,purple,2,,,
2,37,control,butler,pellicer,away,3,5/18/20,nine,2,red,1,45.57,,
19,38,cage,butler,pellicer,away,3,5/18/20,nine,2,blue,2,,cage missing,
19,38,cage,butler,pellicer,away,3,5/18/20,nine,2,purple,2,61.77,cage missing,
19,38,cage,butler,pellicer,away,3,5/18/20,nine,2,red,2,45.29,cage missing,
4,41,control,butler,pellicer,away,3,5/18/20,nine,2,blue,1,42.41,,
4,41,control,butler,pellicer,away,3,5/18/20,nine,2,purple,0,,,
4,41,control,butler,pellicer,away,3,5/18/20,nine,2,red,1,34.58,,
9,47,cage,butler,pellicer,away,3,5/18/20,nine,2,blue,0,,,
9,47,cage,butler,pellicer,away,3,5/18/20,nine,2,purple,1,41.43,,
9,47,cage,butler,pellicer,away,3,5/18/20,nine,2,red,0,,,
5,51,cage,butler,pellicer,away,3,5/18/20,nine,2,blue,2,28.86,cage missing,
5,51,cage,butler,pellicer,away,3,5/18/20,nine,2,purple,2,,cage missing,
5,51,cage,butler,pellicer,away,3,5/18/20,nine,2,red,2,,cage missing,
13,52,cage,butler,pellicer,away,3,5/18/20,nine,2,blue,2,27.23,cage missing,
13,52,cage,butler,pellicer,away,3,5/18/20,nine,2,purple,2,41.27,cage missing,
13,52,cage,butler,pellicer,away,3,5/18/20,nine,2,red,2,33.83,cage missing,
17,58,cage,pellicer,pellicer,home,3,5/18/20,nine,2,blue,0,,,
17,58,cage,pellicer,pellicer,home,3,5/18/20,nine,2,purple,0,,,
17,58,cage,pellicer,pellicer,home,3,5/18/20,nine,2,red,0,,,
18,59,control,pellicer,pellicer,home,3,5/18/20,nine,2,blue,0,,,
18,59,control,pellicer,pellicer,home,3,5/18/20,nine,2,purple,1,32.97,,
18,59,control,pellicer,pellicer,home,3,5/18/20,nine,2,red,0,,,
16,62,cage,pellicer,butler,away,3,5/18/20,nine,2,blue,0,,,
16,62,cage,pellicer,butler,away,3,5/18/20,nine,2,purple,0,,,
16,62,cage,pellicer,butler,away,3,5/18/20,nine,2,red,0,,,
16,66,cage,butler,butler,home,3,5/18/20,nine,2,blue,2,,cage missing,
16,66,cage,butler,butler,home,3,5/18/20,nine,2,purple,2,,cage missing,
16,66,cage,butler,butler,home,3,5/18/20,nine,2,red,2,,cage missing,
20,69,cage,pellicer,butler,away,3,5/18/20,nine,3,blue,2,50.31,cage missing,
20,69,cage,pellicer,butler,away,3,5/18/20,nine,3,purple,2,27.47,cage missing,
20,69,cage,pellicer,butler,away,3,5/18/20,nine,3,red,2,28.04,cage missing,
19,70,control,pellicer,butler,away,3,5/18/20,nine,2,blue,0,,,
19,70,control,pellicer,butler,away,3,5/18/20,nine,2,purple,0,,,
19,70,control,pellicer,butler,away,3,5/18/20,nine,2,red,0,,,
9,71,cage,pellicer,butler,away,3,5/18/20,nine,3,blue,1,51.3,,
9,71,cage,pellicer,butler,away,3,5/18/20,nine,3,purple,0,,,
9,71,cage,pellicer,butler,away,3,5/18/20,nine,3,red,1,33.48,,
11,73,control,pellicer,butler,away,3,5/18/20,nine,1,blue,1,37.22,,
11,73,control,pellicer,butler,away,3,5/18/20,nine,1,purple,0,,,
11,73,control,pellicer,butler,away,3,5/18/20,nine,1,red,0,,,gaper
13,80,cage,pellicer,butler,away,3,5/18/20,nine,2,blue,1,31.74,,
13,80,cage,pellicer,butler,away,3,5/18/20,nine,2,purple,1,47.82,,
13,80,cage,pellicer,butler,away,3,5/18/20,nine,2,red,1,70.87,,
15,82,control,butler,butler,home,3,5/18/20,nine,2,blue,1,42.57,,
15,82,control,butler,butler,home,3,5/18/20,nine,2,purple,0,,,
15,82,control,butler,butler,home,3,5/18/20,nine,2,red,0,,,
4,83,control,pellicer,butler,away,3,5/18/20,nine,3,blue,2,,,
4,83,control,pellicer,butler,away,3,5/18/20,nine,3,purple,0,,,
4,83,control,pellicer,butler,away,3,5/18/20,nine,3,red,0,,,
7,84,control,butler,butler,home,3,5/18/20,nine,3,blue,1,32.81,,
7,84,control,butler,butler,home,3,5/18/20,nine,3,purple,0,,,
7,84,control,butler,butler,home,3,5/18/20,nine,3,red,0,,,
8,87,control,butler,butler,home,3,5/18/20,nine,1,blue,0,,,
8,87,control,butler,butler,home,3,5/18/20,nine,1,purple,0,,,
8,87,control,butler,butler,home,3,5/18/20,nine,1,red,0,,,
10,89,control,butler,butler,home,3,5/18/20,nine,2,blue,1,32.5,,
10,89,control,butler,butler,home,3,5/18/20,nine,2,purple,2,,,
10,89,control,butler,butler,home,3,5/18/20,nine,2,red,1,44.64,,
2,90,control,pellicer,butler,away,3,5/18/20,nine,3,blue,0,,,
2,90,control,pellicer,butler,away,3,5/18/20,nine,3,purple,0,,,
2,90,control,pellicer,butler,away,3,5/18/20,nine,3,red,0,,,
18,92,cage,butler,butler,home,3,5/18/20,nine,3,blue,2,,,
18,92,cage,butler,butler,home,3,5/18/20,nine,3,purple,1,40.32,,
18,92,cage,butler,butler,home,3,5/18/20,nine,3,red,0,,,
12,99,cage,butler,butler,home,3,5/18/20,nine,3,blue,2,,,
12,99,cage,butler,butler,home,3,5/18/20,nine,3,purple,0,,,
12,99,cage,butler,butler,home,3,5/18/20,nine,3,red,0,,,
17,100,control,butler,butler,home,3,5/18/20,nine,3,blue,1,27.92,,
17,100,control,butler,butler,home,3,5/18/20,nine,3,purple,0,,,
17,100,control,butler,butler,home,3,5/18/20,nine,3,red,2,,,shell missing
14,105,cage,butler,butler,home,3,5/18/20,nine,2,blue,1,48.34,,
14,105,cage,butler,butler,home,3,5/18/20,nine,2,purple,0,,,
14,105,cage,butler,butler,home,3,5/18/20,nine,2,red,0,,,umbo overgrown by blue
1,107,control,pellicer,butler,away,3,5/18/20,nine,1,blue,0,,,
1,107,control,pellicer,butler,away,3,5/18/20,nine,1,purple,0,,,
1,107,control,pellicer,butler,away,3,5/18/20,nine,1,red,0,,,
3,117,cage,butler,butler,home,3,5/18/20,nine,2,blue,2,50.18,cage missing,
3,117,cage,butler,butler,home,3,5/18/20,nine,2,purple,2,42.78,cage missing,
3,117,cage,butler,butler,home,3,5/18/20,nine,2,red,2,33.48,cage missing,
14,120,cage,pellicer,butler,away,3,5/18/20,nine,1,blue,1,32.79,,
14,120,cage,pellicer,butler,away,3,5/18/20,nine,1,purple,1,39.53,,
14,120,cage,pellicer,butler,away,3,5/18/20,nine,1,red,1,18.85,,
13,3,cage,butler,pellicer,away,1,9/27/19,one,1,blue,1,22.92,,
13,3,cage,butler,pellicer,away,1,9/27/19,one,1,purple,1,20.3,,
13,3,cage,butler,pellicer,away,1,9/27/19,one,1,red,1,16.95,,
17,9,cage,pellicer,pellicer,home,1,9/27/19,one,1,blue,1,29.38,,
17,9,cage,pellicer,pellicer,home,1,9/27/19,one,1,purple,0,,,
17,9,cage,pellicer,pellicer,home,1,9/27/19,one,1,red,1,23.99,,
6,11,control,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,16.44,,
6,11,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,19.49,,
6,11,control,pellicer,pellicer,home,1,9/27/19,one,2,red,1,23.54,,
6,14,cage,butler,pellicer,away,1,9/27/19,one,3,blue,1,14.29,,
6,14,cage,butler,pellicer,away,1,9/27/19,one,3,purple,1,31.11,,
6,14,cage,butler,pellicer,away,1,9/27/19,one,3,red,0,,,
4,15,control,butler,pellicer,away,1,9/27/19,one,3,blue,2,,,
4,15,control,butler,pellicer,away,1,9/27/19,one,3,purple,1,32.8,,
4,15,control,butler,pellicer,away,1,9/27/19,one,3,red,0,,,
15,17,control,pellicer,pellicer,home,1,9/27/19,one,1,blue,0,,,
15,17,control,pellicer,pellicer,home,1,9/27/19,one,1,purple,0,,,
15,17,control,pellicer,pellicer,home,1,9/27/19,one,1,red,1,15.34,,
8,19,control,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,18.05,,
8,19,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,23.84,,
8,19,control,pellicer,pellicer,home,1,9/27/19,one,2,red,1,20.55,,
12,28,cage,pellicer,pellicer,home,1,9/27/19,one,3,blue,1,23.18,,
12,28,cage,pellicer,pellicer,home,1,9/27/19,one,3,purple,1,30.33,,
12,28,cage,pellicer,pellicer,home,1,9/27/19,one,3,red,1,23.46,,
1,30,control,butler,pellicer,away,1,9/27/19,one,1,blue,0,,,
1,30,control,butler,pellicer,away,1,9/27/19,one,1,purple,0,,,
1,30,control,butler,pellicer,away,1,9/27/19,one,1,red,0,,,
20,33,control,butler,pellicer,away,1,9/27/19,one,1,blue,1,22.58,,
20,33,control,butler,pellicer,away,1,9/27/19,one,1,purple,1,24,,
20,33,control,butler,pellicer,away,1,9/27/19,one,1,red,1,22.51,,
9,35,cage,butler,pellicer,away,1,9/27/19,one,3,blue,1,17.2,,
9,35,cage,butler,pellicer,away,1,9/27/19,one,3,purple,1,20.8,,
9,35,cage,butler,pellicer,away,1,9/27/19,one,3,red,1,17.39,,
18,45,control,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,14.68,,
18,45,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,22.31,,
18,45,control,pellicer,pellicer,home,1,9/27/19,one,2,red,1,18.41,,
3,49,cage,pellicer,pellicer,home,1,9/27/19,one,3,blue,0,,,
3,49,cage,pellicer,pellicer,home,1,9/27/19,one,3,purple,0,,,
3,49,cage,pellicer,pellicer,home,1,9/27/19,one,3,red,1,23.97,,
10,50,control,pellicer,pellicer,home,1,9/27/19,one,2,blue,0,,,
10,50,control,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,16.11,,
10,50,control,pellicer,pellicer,home,1,9/27/19,one,2,red,0,,,
5,53,cage,butler,pellicer,away,1,9/27/19,one,3,blue,1,25.58,,
5,53,cage,butler,pellicer,away,1,9/27/19,one,3,purple,1,21.3,,
5,53,cage,butler,pellicer,away,1,9/27/19,one,3,red,1,20.76,,
7,54,cage,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,30.79,,
7,54,cage,pellicer,pellicer,home,1,9/27/19,one,2,purple,1,25.94,,
7,54,cage,pellicer,pellicer,home,1,9/27/19,one,2,red,1,17.01,,
19,55,cage,butler,pellicer,away,1,9/27/19,one,1,blue,1,15.34,,
19,55,cage,butler,pellicer,away,1,9/27/19,one,1,purple,1,29.84,,
19,55,cage,butler,pellicer,away,1,9/27/19,one,1,red,1,17.75,,
5,56,cage,pellicer,pellicer,home,1,9/27/19,one,2,blue,1,17.88,,
5,56,cage,pellicer,pellicer,home,1,9/27/19,one,2,purple,0,,,
5,56,cage,pellicer,pellicer,home,1,9/27/19,one,2,red,1,25.63,,
11,57,control,butler,pellicer,away,1,9/27/19,one,3,blue,0,,,
11,57,control,butler,pellicer,away,1,9/27/19,one,3,purple,1,17.57,,
11,57,control,butler,pellicer,away,1,9/27/19,one,3,red,1,17.4,,
2,60,control,butler,pellicer,away,1,9/27/19,one,3,blue,0,,,
2,60,control,butler,pellicer,away,1,9/27/19,one,3,purple,1,20.9,,
2,60,control,butler,pellicer,away,1,9/27/19,one,3,red,1,25.49,,
9,61,cage,pellicer,butler,away,1,9/27/19,one,2,blue,1,17.21,,
9,61,cage,pellicer,butler,away,1,9/27/19,one,2,purple,2,,,
9,61,cage,pellicer,butler,away,1,9/27/19,one,2,red,1,22.63,,
19,65,control,pellicer,butler,away,1,9/27/19,one,3,unidentified,0,,,colors missing
19,65,control,pellicer,butler,away,1,9/27/19,one,3,unidentified,1,17.49,,colors missing
19,65,control,pellicer,butler,away,1,9/27/19,one,3,unidentified,1,16.99,,colors missing
7,74,control,butler,butler,home,1,9/27/19,one,2,blue,0,,,
7,74,control,butler,butler,home,1,9/27/19,one,2,purple,1,21.73,,
7,74,control,butler,butler,home,1,9/27/19,one,2,red,0,,,
11,75,control,pellicer,butler,away,1,9/27/19,one,2,blue,1,23.99,,
11,75,control,pellicer,butler,away,1,9/27/19,one,2,purple,0,,,
11,75,control,pellicer,butler,away,1,9/27/19,one,2,red,1,24.72,,
3,77,cage,butler,butler,home,1,9/27/19,one,2,blue,1,25.82,,
3,77,cage,butler,butler,home,1,9/27/19,one,2,purple,1,25.61,,
3,77,cage,butler,butler,home,1,9/27/19,one,2,red,0,,,
16,78,cage,pellicer,butler,away,1,9/27/19,one,1,blue,0,,,
16,78,cage,pellicer,butler,away,1,9/27/19,one,1,purple,1,19.15,,
16,78,cage,pellicer,butler,away,1,9/27/19,one,1,red,0,,,
2,79,control,pellicer,butler,away,1,9/27/19,one,1,blue,1,12.58,,
2,79,control,pellicer,butler,away,1,9/27/19,one,1,purple,1,19.17,,
2,79,control,pellicer,butler,away,1,9/27/19,one,1,red,0,,,
12,86,cage,butler,butler,home,1,9/27/19,one,2,blue,0,,,
12,86,cage,butler,butler,home,1,9/27/19,one,2,purple,1,13.6,,
12,86,cage,butler,butler,home,1,9/27/19,one,2,red,1,21.44,,
8,88,control,butler,butler,home,1,9/27/19,one,3,blue,1,20.52,,
8,88,control,butler,butler,home,1,9/27/19,one,3,purple,2,,,
8,88,control,butler,butler,home,1,9/27/19,one,3,red,1,17.56,,
14,91,cage,pellicer,butler,away,1,9/27/19,one,2,blue,0,,,
14,91,cage,pellicer,butler,away,1,9/27/19,one,2,purple,0,,,
14,91,cage,pellicer,butler,away,1,9/27/19,one,2,red,1,23.12,,
13,93,cage,pellicer,butler,away,1,9/27/19,one,1,blue,0,,,
13,93,cage,pellicer,butler,away,1,9/27/19,one,1,purple,1,14.9,,
13,93,cage,pellicer,butler,away,1,9/27/19,one,1,red,1,16.24,,
20,95,cage,pellicer,butler,away,1,9/27/19,one,3,blue,1,18.26,,
20,95,cage,pellicer,butler,away,1,9/27/19,one,3,purple,0,,,
20,95,cage,pellicer,butler,away,1,9/27/19,one,3,red,0,,,
18,101,cage,butler,butler,home,1,9/27/19,one,2,blue,1,16.24,,
18,101,cage,butler,butler,home,1,9/27/19,one,2,purple,1,21.16,,
18,101,cage,butler,butler,home,1,9/27/19,one,2,red,1,11.7,,
4,103,control,pellicer,butler,away,1,9/27/19,one,3,blue,1,22.82,,
4,103,control,pellicer,butler,away,1,9/27/19,one,3,purple,1,16.64,,
4,103,control,pellicer,butler,away,1,9/27/19,one,3,red,1,19.76,,
16,110,cage,butler,butler,home,1,9/27/19,one,1,blue,1,17.3,,
16,110,cage,butler,butler,home,1,9/27/19,one,1,purple,1,18.62,,
16,110,cage,butler,butler,home,1,9/27/19,one,1,red,1,19.37,,
1,112,control,pellicer,butler,away,1,9/27/19,one,3,blue,1,19.37,,
1,112,control,pellicer,butler,away,1,9/27/19,one,3,purple,1,20.4,,
1,112,control,pellicer,butler,away,1,9/27/19,one,3,red,1,27.85,,
15,113,control,butler,butler,home,1,9/27/19,one,1,blue,1,19.17,,
15,113,control,butler,butler,home,1,9/27/19,one,1,purple,1,16.41,,
15,113,control,butler,butler,home,1,9/27/19,one,1,red,0,,,
17,115,control,butler,butler,home,1,9/27/19,one,1,blue,1,15.11,,
17,115,control,butler,butler,home,1,9/27/19,one,1,purple,1,14.17,,
17,115,control,butler,butler,home,1,9/27/19,one,1,red,1,17.07,,
10,116,control,butler,butler,home,1,9/27/19,one,3,blue,2,,,
10,116,control,butler,butler,home,1,9/27/19,one,3,purple,1,16.29,,
10,116,control,butler,butler,home,1,9/27/19,one,3,red,1,19.97,,
14,118,cage,butler,butler,home,1,9/27/19,one,3,blue,0,,,
14,118,cage,butler,butler,home,1,9/27/19,one,3,purple,1,27.28,,marked 18P on bag
14,118,cage,butler,butler,home,1,9/27/19,one,3,red,1,20.2,,marked 18R on bag
9,4,cage,butler,pellicer,away,2,9/26/19,one,1,blue,0,,,
9,4,cage,butler,pellicer,away,2,9/26/19,one,1,purple,0,,,
9,4,cage,butler,pellicer,away,2,9/26/19,one,1,red,1,15,,
7,5,cage,pellicer,pellicer,home,2,9/27/19,one,2,blue,1,22,,
7,5,cage,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,25,,
7,5,cage,pellicer,pellicer,home,2,9/27/19,one,2,red,1,17,,
11,6,control,butler,pellicer,away,2,9/26/19,one,2,blue,1,23,,
11,6,control,butler,pellicer,away,2,9/26/19,one,2,purple,0,,,
11,6,control,butler,pellicer,away,2,9/26/19,one,2,red,0,,,
15,8,control,pellicer,pellicer,home,2,9/27/19,one,2,blue,0,,,
15,8,control,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,25,,
15,8,control,pellicer,pellicer,home,2,9/27/19,one,2,red,0,,,
5,10,cage,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,27,,
5,10,cage,pellicer,pellicer,home,2,9/27/19,one,3,purple,1,20,,
5,10,cage,pellicer,pellicer,home,2,9/27/19,one,3,red,0,,,
1,20,control,butler,pellicer,away,2,9/26/19,one,3,blue,1,13,,
1,20,control,butler,pellicer,away,2,9/26/19,one,3,purple,0,,,
1,20,control,butler,pellicer,away,2,9/26/19,one,3,red,0,,,
6,21,cage,butler,pellicer,away,2,9/26/19,one,1,blue,2,,,
6,21,cage,butler,pellicer,away,2,9/26/19,one,1,purple,1,17,,
6,21,cage,butler,pellicer,away,2,9/26/19,one,1,red,1,25,,
5,23,cage,butler,pellicer,away,2,9/26/19,one,3,blue,1,22,,
5,23,cage,butler,pellicer,away,2,9/26/19,one,3,purple,0,,,
5,23,cage,butler,pellicer,away,2,9/26/19,one,3,red,1,20,,
8,27,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,23,,
8,27,control,pellicer,pellicer,home,2,9/27/19,one,3,purple,0,,,
8,27,control,pellicer,pellicer,home,2,9/27/19,one,3,red,1,20,,
6,29,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,15,,
6,29,control,pellicer,pellicer,home,2,9/27/19,one,3,purple,0,,,
6,29,control,pellicer,pellicer,home,2,9/27/19,one,3,red,0,,,
10,31,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,24,,
10,31,control,pellicer,pellicer,home,2,9/27/19,one,3,purple,1,21,,
10,31,control,pellicer,pellicer,home,2,9/27/19,one,3,red,1,26,,
2,32,control,butler,pellicer,away,2,9/26/19,one,1,blue,1,19,,
2,32,control,butler,pellicer,away,2,9/26/19,one,1,purple,0,,,
2,32,control,butler,pellicer,away,2,9/26/19,one,1,red,1,16,,
17,34,cage,pellicer,pellicer,home,2,9/27/19,one,3,blue,0,,,
17,34,cage,pellicer,pellicer,home,2,9/27/19,one,3,purple,0,,,
17,34,cage,pellicer,pellicer,home,2,9/27/19,one,3,red,0,,,
4,39,control,butler,pellicer,away,2,9/26/19,one,1,blue,1,17,,
4,39,control,butler,pellicer,away,2,9/26/19,one,1,purple,1,26,,
4,39,control,butler,pellicer,away,2,9/26/19,one,1,red,0,,,
13,40,cage,butler,pellicer,away,2,9/26/19,one,3,blue,0,21,,
13,40,cage,butler,pellicer,away,2,9/26/19,one,3,purple,2,,,
13,40,cage,butler,pellicer,away,2,9/26/19,one,3,red,0,21,,
12,42,cage,pellicer,pellicer,home,2,9/27/19,one,2,blue,1,27,,
12,42,cage,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,19,,
12,42,cage,pellicer,pellicer,home,2,9/27/19,one,2,red,0,,,
19,43,cage,butler,pellicer,away,2,9/26/19,one,3,blue,1,26,,
19,43,cage,butler,pellicer,away,2,9/26/19,one,3,purple,1,23,,
19,43,cage,butler,pellicer,away,2,9/26/19,one,3,red,1,21,,
3,44,cage,pellicer,pellicer,home,2,9/27/19,one,2,blue,0,,,
3,44,cage,pellicer,pellicer,home,2,9/27/19,one,2,purple,1,15,,
3,44,cage,pellicer,pellicer,home,2,9/27/19,one,2,red,1,18,,
20,46,control,butler,pellicer,away,2,9/26/19,one,1,blue,1,27,,
20,46,control,butler,pellicer,away,2,9/26/19,one,1,purple,1,24,,
20,46,control,butler,pellicer,away,2,9/26/19,one,1,red,0,,,
18,48,control,pellicer,pellicer,home,2,9/27/19,one,3,blue,1,20,,
18,48,control,pellicer,pellicer,home,2,9/27/19,one,3,purple,1,18,,
18,48,control,pellicer,pellicer,home,2,9/27/19,one,3,red,1,15,,
4,63,control,pellicer,butler,away,2,9/27/19,one,2,blue,0,,,
4,63,control,pellicer,butler,away,2,9/27/19,one,2,purple,0,,,
4,63,control,pellicer,butler,away,2,9/27/19,one,2,red,0,,,
10,64,control,butler,butler,home,2,9/26/19,one,2,blue,0,,,
10,64,control,butler,butler,home,2,9/26/19,one,2,purple,0,,,
10,64,control,butler,butler,home,2,9/26/19,one,2,red,0,,,
20,67,cage,pellicer,butler,away,2,9/27/19,one,2,blue,1,14,,
20,67,cage,pellicer,butler,away,2,9/27/19,one,2,purple,0,,,
20,67,cage,pellicer,butler,away,2,9/27/19,one,2,red,1,16,,
8,68,control,butler,butler,home,2,9/26/19,one,2,blue,1,20,,
8,68,control,butler,butler,home,2,9/26/19,one,2,purple,2,,,
8,68,control,butler,butler,home,2,9/26/19,one,2,red,1,23,,
17,72,control,butler,butler,home,2,9/26/19,one,2,blue,1,19,,
17,72,control,butler,butler,home,2,9/26/19,one,2,purple,1,22,,
17,72,control,butler,butler,home,2,9/26/19,one,2,red,1,20,,
1,76,control,pellicer,butler,away,2,9/27/19,one,2,blue,0,,,
1,76,control,pellicer,butler,away,2,9/27/19,one,2,purple,1,25,,
1,76,control,pellicer,butler,away,2,9/27/19,one,2,red,1,14,,
19,81,control,pellicer,butler,away,2,9/27/19,one,2,blue,2,,,
19,81,control,pellicer,butler,away,2,9/27/19,one,2,purple,0,,,
19,81,control,pellicer,butler,away,2,9/27/19,one,2,red,2,,,
12,85,cage,butler,butler,home,2,9/26/19,one,2,blue,0,,,
12,85,cage,butler,butler,home,2,9/26/19,one,2,purple,0,,,
12,85,cage,butler,butler,home,2,9/26/19,one,2,red,0,,,
16,94,cage,butler,butler,home,2,9/26/19,one,3,blue,1,16,,
16,94,cage,butler,butler,home,2,9/26/19,one,3,purple,1,18,,
16,94,cage,butler,butler,home,2,9/26/19,one,3,red,1,11,,
14,96,cage,butler,butler,home,2,9/26/19,one,2,blue,0,,,
14,96,cage,butler,butler,home,2,9/26/19,one,2,purple,1,24,,
14,96,cage,butler,butler,home,2,9/26/19,one,2,red,1,29,,
18,97,cage,butler,butler,home,2,9/26/19,one,3,blue,1,23,,
18,97,cage,butler,butler,home,2,9/26/19,one,3,purple,1,27,,
18,97,cage,butler,butler,home,2,9/26/19,one,3,red,0,,,
16,98,cage,pellicer,butler,away,2,9/27/19,one,3,blue,2,,,
16,98,cage,pellicer,butler,away,2,9/27/19,one,3,purple,2,,,
16,98,cage,pellicer,butler,away,2,9/27/19,one,3,red,0,,,
15,102,control,butler,butler,home,2,9/26/19,one,3,blue,0,,,
15,102,control,butler,butler,home,2,9/26/19,one,3,purple,1,23,,
15,102,control,butler,butler,home,2,9/26/19,one,3,red,0,,,
14,104,cage,pellicer,butler,away,2,9/27/19,one,3,blue,0,,,
14,104,cage,pellicer,butler,away,2,9/27/19,one,3,purple,1,19,,
14,104,cage,pellicer,butler,away,2,9/27/19,one,3,red,0,,,
13,106,cage,pellicer,butler,away,2,9/27/19,one,3,blue,1,20,,
13,106,cage,pellicer,butler,away,2,9/27/19,one,3,purple,1,27,,
13,106,cage,pellicer,butler,away,2,9/27/19,one,3,red,1,25,,
11,108,control,pellicer,butler,away,2,9/27/19,one,3,blue,1,18,,
11,108,control,pellicer,butler,away,2,9/27/19,one,3,purple,0,,,
11,108,control,pellicer,butler,away,2,9/27/19,one,3,red,1,19,,
2,109,control,pellicer,butler,away,2,9/27/19,one,2,blue,1,18,,
2,109,control,pellicer,butler,away,2,9/27/19,one,2,purple,1,15,,
2,109,control,pellicer,butler,away,2,9/27/19,one,2,red,1,23,,
9,111,cage,pellicer,butler,away,2,9/27/19,one,2,blue,0,,,
9,111,cage,pellicer,butler,away,2,9/27/19,one,2,purple,1,19,,
9,111,cage,pellicer,butler,away,2,9/27/19,one,2,red,0,,,
3,114,cage,butler,butler,home,2,9/26/19,one,3,blue,1,19,,
3,114,cage,butler,butler,home,2,9/26/19,one,3,purple,1,24,,
3,114,cage,butler,butler,home,2,9/26/19,one,3,red,1,14,,
7,119,control,butler,butler,home,2,9/26/19,one,2,blue,1,22,,
7,119,control,butler,butler,home,2,9/26/19,one,2,purple,0,,,
7,119,control,butler,butler,home,2,9/26/19,one,2,red,1,22,,
5,1,cage,pellicer,pellicer,home,3,9/27/19,one,1,blue,1,15,,
5,1,cage,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,24,,
5,1,cage,pellicer,pellicer,home,3,9/27/19,one,1,red,1,16,,
