meter,post,treatment,reef,spat.source,home.away,position,date.checked,month.checked,number.shells,color,status,size,missing.cage,notes
20,2,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,21,,
20,2,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,21,,
20,2,control,butler,pellicer,away,3,9/26/19,one,2,red,2,,,"not measured, not on data sheet in field"
3,7,cage,pellicer,pellicer,home,3,9/27/19,one,1,blue,1,24,,
3,7,cage,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,21,,
3,7,cage,pellicer,pellicer,home,3,9/27/19,one,1,red,1,22,,
1,12,control,butler,pellicer,away,3,9/26/19,one,2,blue,0,,,
1,12,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,26,,
1,12,control,butler,pellicer,away,3,9/26/19,one,2,red,0,,,
11,13,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,18,,
11,13,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,23,,
11,13,control,butler,pellicer,away,3,9/26/19,one,2,red,0,,,
6,16,control,pellicer,pellicer,home,3,9/27/19,one,1,blue,0,,,
6,16,control,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,19,,
6,16,control,pellicer,pellicer,home,3,9/27/19,one,1,red,0,,,
12,18,cage,pellicer,pellicer,home,3,9/27/19,one,2,blue,1,14,,
12,18,cage,pellicer,pellicer,home,3,9/27/19,one,2,purple,0,,,
12,18,cage,pellicer,pellicer,home,3,9/27/19,one,2,red,1,20,,
15,22,control,pellicer,pellicer,home,3,9/27/19,one,3,blue,1,15,,
15,22,control,pellicer,pellicer,home,3,9/27/19,one,3,purple,0,,,
15,22,control,pellicer,pellicer,home,3,9/27/19,one,3,red,2,,,
10,24,control,pellicer,pellicer,home,3,9/27/19,one,1,blue,1,14,,
10,24,control,pellicer,pellicer,home,3,9/27/19,one,1,purple,0,,,
10,24,control,pellicer,pellicer,home,3,9/27/19,one,1,red,1,18,,
8,25,control,pellicer,pellicer,home,3,9/27/19,one,1,purple,1,19,,
8,25,control,pellicer,pellicer,home,3,9/27/19,one,1,red,1,18,,
7,26,cage,pellicer,pellicer,home,3,9/27/19,one,3,blue,1,18,,
7,26,cage,pellicer,pellicer,home,3,9/27/19,one,3,purple,1,24,,
7,26,cage,pellicer,pellicer,home,3,9/27/19,one,3,red,1,22,,
6,36,cage,butler,pellicer,away,3,9/26/19,one,2,blue,0,,,
6,36,cage,butler,pellicer,away,3,9/26/19,one,2,purple,0,,,
6,36,cage,butler,pellicer,away,3,9/26/19,one,2,red,0,,,
2,37,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,20,,
2,37,control,butler,pellicer,away,3,9/26/19,one,2,purple,1,14,,
2,37,control,butler,pellicer,away,3,9/26/19,one,2,red,1,18,,
19,38,cage,butler,pellicer,away,3,9/26/19,one,2,blue,1,20,,
19,38,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,21,,
19,38,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,27,,
4,41,control,butler,pellicer,away,3,9/26/19,one,2,blue,1,9,,
4,41,control,butler,pellicer,away,3,9/26/19,one,2,purple,0,,,
4,41,control,butler,pellicer,away,3,9/26/19,one,2,red,1,13,,
9,47,cage,butler,pellicer,away,3,9/26/19,one,2,blue,0,,,
9,47,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,15,,
9,47,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,21,,
5,51,cage,butler,pellicer,away,3,9/26/19,one,2,blue,1,17,,
5,51,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,13,,
5,51,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,24,,
13,52,cage,butler,pellicer,away,3,9/26/19,one,2,blue,1,16,,
13,52,cage,butler,pellicer,away,3,9/26/19,one,2,purple,1,23,,
13,52,cage,butler,pellicer,away,3,9/26/19,one,2,red,1,18,,
17,58,cage,pellicer,pellicer,home,3,9/27/19,one,2,blue,0,,,
17,58,cage,pellicer,pellicer,home,3,9/27/19,one,2,purple,0,,,
17,58,cage,pellicer,pellicer,home,3,9/27/19,one,2,red,0,,,
18,59,control,pellicer,pellicer,home,3,9/27/19,one,2,blue,0,,,
18,59,control,pellicer,pellicer,home,3,9/27/19,one,2,purple,1,22,,
18,59,control,pellicer,pellicer,home,3,9/27/19,one,2,red,0,,,
16,62,cage,pellicer,butler,away,3,9/27/19,one,2,blue,0,,,
16,62,cage,pellicer,butler,away,3,9/27/19,one,2,purple,0,,,
16,62,cage,pellicer,butler,away,3,9/27/19,one,2,red,0,,,
16,66,cage,butler,butler,home,3,9/26/19,one,2,blue,1,17,,
16,66,cage,butler,butler,home,3,9/26/19,one,2,purple,1,15,,
16,66,cage,butler,butler,home,3,9/26/19,one,2,red,1,23,,
20,69,cage,pellicer,butler,away,3,9/27/19,one,3,blue,1,28,,
20,69,cage,pellicer,butler,away,3,9/27/19,one,3,purple,1,20,,
20,69,cage,pellicer,butler,away,3,9/27/19,one,3,red,1,15,,
19,70,control,pellicer,butler,away,3,9/27/19,one,2,blue,0,,,
19,70,control,pellicer,butler,away,3,9/27/19,one,2,purple,0,,,
19,70,control,pellicer,butler,away,3,9/27/19,one,2,red,0,,,
9,71,cage,pellicer,butler,away,3,9/27/19,one,3,blue,1,18,,
9,71,cage,pellicer,butler,away,3,9/27/19,one,3,purple,0,,,
9,71,cage,pellicer,butler,away,3,9/27/19,one,3,red,1,21,,
11,73,control,pellicer,butler,away,3,9/27/19,one,1,blue,1,14,,
11,73,control,pellicer,butler,away,3,9/27/19,one,1,purple,1,15,,
11,73,control,pellicer,butler,away,3,9/27/19,one,1,red,1,17,,
13,80,cage,pellicer,butler,away,3,9/27/19,one,2,blue,1,20,,
13,80,cage,pellicer,butler,away,3,9/27/19,one,2,purple,1,26,,
13,80,cage,pellicer,butler,away,3,9/27/19,one,2,red,1,25,,
15,82,control,butler,butler,home,3,9/26/19,one,2,blue,1,22,,
15,82,control,butler,butler,home,3,9/26/19,one,2,purple,0,,,
15,82,control,butler,butler,home,3,9/26/19,one,2,red,1,27,,
4,83,control,pellicer,butler,away,3,9/27/19,one,3,blue,1,20,,
4,83,control,pellicer,butler,away,3,9/27/19,one,3,purple,0,,,
4,83,control,pellicer,butler,away,3,9/27/19,one,3,red,0,,,
7,84,control,butler,butler,home,3,9/26/19,one,3,blue,1,16,,
7,84,control,butler,butler,home,3,9/26/19,one,3,purple,0,,,
7,84,control,butler,butler,home,3,9/26/19,one,3,red,0,,,
8,87,control,butler,butler,home,3,9/26/19,one,1,blue,0,,,
8,87,control,butler,butler,home,3,9/26/19,one,1,purple,0,,,
8,87,control,butler,butler,home,3,9/26/19,one,1,red,0,,,
10,89,control,butler,butler,home,3,9/26/19,one,2,blue,1,16,,
10,89,control,butler,butler,home,3,9/26/19,one,2,purple,2,,,
10,89,control,butler,butler,home,3,9/26/19,one,2,red,1,21,,
2,90,control,pellicer,butler,away,3,9/27/19,one,3,blue,0,,,
2,90,control,pellicer,butler,away,3,9/27/19,one,3,purple,1,8,,
2,90,control,pellicer,butler,away,3,9/27/19,one,3,red,0,,,
18,92,cage,butler,butler,home,3,9/26/19,one,3,blue,2,,,
18,92,cage,butler,butler,home,3,9/26/19,one,3,purple,1,16,,
18,92,cage,butler,butler,home,3,9/26/19,one,3,red,0,,,
12,99,cage,butler,butler,home,3,9/26/19,one,3,blue,1,13,,
12,99,cage,butler,butler,home,3,9/26/19,one,3,purple,1,14,,
12,99,cage,butler,butler,home,3,9/26/19,one,3,red,0,,,
17,100,control,butler,butler,home,3,9/26/19,one,3,blue,1,19,,
17,100,control,butler,butler,home,3,9/26/19,one,3,purple,0,,,
17,100,control,butler,butler,home,3,9/26/19,one,3,red,1,23,,
14,105,cage,butler,butler,home,3,9/26/19,one,2,blue,1,30,,
14,105,cage,butler,butler,home,3,9/26/19,one,2,purple,1,21,,
14,105,cage,butler,butler,home,3,9/26/19,one,2,red,1,26,,
1,107,control,pellicer,butler,away,3,9/27/19,one,1,blue,0,,,
1,107,control,pellicer,butler,away,3,9/27/19,one,1,purple,0,,,
1,107,control,pellicer,butler,away,3,9/27/19,one,1,red,0,,,
3,117,cage,butler,butler,home,3,9/26/19,one,2,blue,1,18,,
3,117,cage,butler,butler,home,3,9/26/19,one,2,purple,1,24,,
3,117,cage,butler,butler,home,3,9/26/19,one,2,red,1,24,,
14,120,cage,pellicer,butler,away,3,9/27/19,one,1,blue,1,15,,
14,120,cage,pellicer,butler,away,3,9/27/19,one,1,purple,1,22,,
14,120,cage,pellicer,butler,away,3,9/27/19,one,1,red,1,17,,
9,4,cage,butler,pellicer,away,2,11/19/19,three,1,blue,0,,,
9,4,cage,butler,pellicer,away,2,11/19/19,three,1,purple,0,,,
9,4,cage,butler,pellicer,away,2,11/19/19,three,1,red,1,27.41,,
7,5,cage,pellicer,pellicer,home,2,11/15/19,three,2,blue,1,35.48,,
7,5,cage,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,44.14,,
7,5,cage,pellicer,pellicer,home,2,11/15/19,three,2,red,1,22.21,,
11,6,control,butler,pellicer,away,2,11/19/19,three,2,blue,1,34.67,,
11,6,control,butler,pellicer,away,2,11/19/19,three,2,purple,0,,,
11,6,control,butler,pellicer,away,2,11/19/19,three,2,red,0,,,
15,8,control,pellicer,pellicer,home,2,11/15/19,three,2,blue,0,,,
15,8,control,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,38.1,,
15,8,control,pellicer,pellicer,home,2,11/15/19,three,2,red,0,,,
5,10,cage,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,44.16,,
5,10,cage,pellicer,pellicer,home,2,11/15/19,three,3,purple,1,35.98,,
5,10,cage,pellicer,pellicer,home,2,11/15/19,three,3,red,0,,,
1,20,control,butler,pellicer,away,2,11/19/19,three,3,blue,0,,,
1,20,control,butler,pellicer,away,2,11/19/19,three,3,purple,0,,,
1,20,control,butler,pellicer,away,2,11/19/19,three,3,red,0,,,
6,21,cage,butler,pellicer,away,2,11/19/19,three,1,blue,2,,,
6,21,cage,butler,pellicer,away,2,11/19/19,three,1,purple,1,17.7,,
6,21,cage,butler,pellicer,away,2,11/19/19,three,1,red,0,,,
5,23,cage,butler,pellicer,away,2,11/19/19,three,3,blue,1,30.02,,
5,23,cage,butler,pellicer,away,2,11/19/19,three,3,purple,0,,,
5,23,cage,butler,pellicer,away,2,11/19/19,three,3,red,1,31.65,,
8,27,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,25.63,,
8,27,control,pellicer,pellicer,home,2,11/15/19,three,3,purple,0,,,
8,27,control,pellicer,pellicer,home,2,11/15/19,three,3,red,1,25.61,,
6,29,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,22.42,,
6,29,control,pellicer,pellicer,home,2,11/15/19,three,3,purple,0,,,
6,29,control,pellicer,pellicer,home,2,11/15/19,three,3,red,0,,,
10,31,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,32.05,,
10,31,control,pellicer,pellicer,home,2,11/15/19,three,3,purple,1,29.47,,
10,31,control,pellicer,pellicer,home,2,11/15/19,three,3,red,1,44.61,,
2,32,control,butler,pellicer,away,2,11/19/19,three,1,blue,1,29.58,,
2,32,control,butler,pellicer,away,2,11/19/19,three,1,purple,0,,,
2,32,control,butler,pellicer,away,2,11/19/19,three,1,red,1,26.35,,
17,34,cage,pellicer,pellicer,home,2,11/15/19,three,3,blue,0,,,
17,34,cage,pellicer,pellicer,home,2,11/15/19,three,3,purple,0,,,
17,34,cage,pellicer,pellicer,home,2,11/15/19,three,3,red,0,,,
4,39,control,butler,pellicer,away,2,11/19/19,three,1,blue,1,28.11,,
4,39,control,butler,pellicer,away,2,11/19/19,three,1,purple,1,29.99,,
4,39,control,butler,pellicer,away,2,11/19/19,three,1,red,0,,,
13,40,cage,butler,pellicer,away,2,11/19/19,three,3,blue,1,24.28,,
13,40,cage,butler,pellicer,away,2,11/19/19,three,3,purple,2,,,
13,40,cage,butler,pellicer,away,2,11/19/19,three,3,red,1,26.37,,
12,42,cage,pellicer,pellicer,home,2,11/15/19,three,2,blue,1,41.42,,
12,42,cage,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,23.06,,
12,42,cage,pellicer,pellicer,home,2,11/15/19,three,2,red,0,,,
19,43,cage,butler,pellicer,away,2,11/19/19,three,3,blue,1,28.68,,
19,43,cage,butler,pellicer,away,2,11/19/19,three,3,purple,1,29.03,,
19,43,cage,butler,pellicer,away,2,11/19/19,three,3,red,0,,,
3,44,cage,pellicer,pellicer,home,2,11/15/19,three,2,blue,0,,,
3,44,cage,pellicer,pellicer,home,2,11/15/19,three,2,purple,1,29.15,,
3,44,cage,pellicer,pellicer,home,2,11/15/19,three,2,red,1,29.69,,
20,46,control,butler,pellicer,away,2,11/19/19,three,1,blue,1,45.7,,
20,46,control,butler,pellicer,away,2,11/19/19,three,1,purple,1,29.89,,
20,46,control,butler,pellicer,away,2,11/19/19,three,1,red,0,,,
18,48,control,pellicer,pellicer,home,2,11/15/19,three,3,blue,1,23.54,,
18,48,control,pellicer,pellicer,home,2,11/15/19,three,3,purple,1,33.78,,
18,48,control,pellicer,pellicer,home,2,11/15/19,three,3,red,1,28.7,,
4,63,control,pellicer,butler,away,2,11/15/19,three,2,blue,0,,,
4,63,control,pellicer,butler,away,2,11/15/19,three,2,purple,0,,,
4,63,control,pellicer,butler,away,2,11/15/19,three,2,red,0,,,
10,64,control,butler,butler,home,2,11/19/19,three,2,blue,0,,,
10,64,control,butler,butler,home,2,11/19/19,three,2,purple,0,,,
10,64,control,butler,butler,home,2,11/19/19,three,2,red,0,,,
20,67,cage,pellicer,butler,away,2,11/15/19,three,2,blue,1,24.84,,
20,67,cage,pellicer,butler,away,2,11/15/19,three,2,purple,2,,,
20,67,cage,pellicer,butler,away,2,11/15/19,three,2,red,1,26.54,,
8,68,control,butler,butler,home,2,11/19/19,three,2,blue,1,28.38,,
8,68,control,butler,butler,home,2,11/19/19,three,2,purple,2,,,
8,68,control,butler,butler,home,2,11/19/19,three,2,red,1,31.8,,
17,72,control,butler,butler,home,2,11/19/19,three,2,blue,2,,,
17,72,control,butler,butler,home,2,11/19/19,three,2,purple,1,26.07,,
17,72,control,butler,butler,home,2,11/19/19,three,2,red,0,,,
1,76,control,pellicer,butler,away,2,11/15/19,three,2,blue,0,,,
1,76,control,pellicer,butler,away,2,11/15/19,three,2,purple,1,32.57,,
1,76,control,pellicer,butler,away,2,11/15/19,three,2,red,1,23.25,,
19,81,control,pellicer,butler,away,2,11/15/19,three,2,blue,2,,,
19,81,control,pellicer,butler,away,2,11/15/19,three,2,purple,0,,,
19,81,control,pellicer,butler,away,2,11/15/19,three,2,red,2,,,
12,85,cage,butler,butler,home,2,11/19/19,three,2,blue,0,,,
12,85,cage,butler,butler,home,2,11/19/19,three,2,purple,0,,,
12,85,cage,butler,butler,home,2,11/19/19,three,2,red,0,,,
16,94,cage,butler,butler,home,2,11/19/19,three,3,blue,1,26.66,,
16,94,cage,butler,butler,home,2,11/19/19,three,3,purple,1,23.23,,
16,94,cage,butler,butler,home,2,11/19/19,three,3,red,1,24.18,,
14,96,cage,butler,butler,home,2,11/19/19,three,2,blue,0,,,
14,96,cage,butler,butler,home,2,11/19/19,three,2,purple,1,33.58,,
14,96,cage,butler,butler,home,2,11/19/19,three,2,red,1,42.48,,
18,97,cage,butler,butler,home,2,11/19/19,three,3,blue,1,26.33,,
18,97,cage,butler,butler,home,2,11/19/19,three,3,purple,1,34.02,,
18,97,cage,butler,butler,home,2,11/19/19,three,3,red,0,,,
16,98,cage,pellicer,butler,away,2,11/15/19,three,3,blue,2,,,
16,98,cage,pellicer,butler,away,2,11/15/19,three,3,purple,2,,,
16,98,cage,pellicer,butler,away,2,11/15/19,three,3,red,0,,,
15,102,control,butler,butler,home,2,11/19/19,three,3,blue,0,,,
15,102,control,butler,butler,home,2,11/19/19,three,3,purple,1,28.01,,
15,102,control,butler,butler,home,2,11/19/19,three,3,red,0,,,
14,104,cage,pellicer,butler,away,2,11/15/19,three,3,blue,0,,,
14,104,cage,pellicer,butler,away,2,11/15/19,three,3,purple,1,25.68,,
14,104,cage,pellicer,butler,away,2,11/15/19,three,3,red,0,,,
13,106,cage,pellicer,butler,away,2,11/15/19,three,3,blue,1,21.21,,
13,106,cage,pellicer,butler,away,2,11/15/19,three,3,purple,1,29.38,,
13,106,cage,pellicer,butler,away,2,11/15/19,three,3,red,1,31.85,,
11,108,control,pellicer,butler,away,2,11/15/19,three,3,blue,1,26.56,,
11,108,control,pellicer,butler,away,2,11/15/19,three,3,purple,0,,,
11,108,control,pellicer,butler,away,2,11/15/19,three,3,red,1,27.21,,
2,109,control,pellicer,butler,away,2,11/15/19,three,2,blue,1,23.93,,
2,109,control,pellicer,butler,away,2,11/15/19,three,2,purple,1,21.17,,
2,109,control,pellicer,butler,away,2,11/15/19,three,2,red,1,25.88,,
9,111,cage,pellicer,butler,away,2,11/15/19,three,2,blue,0,,,
9,111,cage,pellicer,butler,away,2,11/15/19,three,2,purple,1,26.38,,
9,111,cage,pellicer,butler,away,2,11/15/19,three,2,red,0,,,
3,114,cage,butler,butler,home,2,11/19/19,three,3,blue,1,31.53,,
3,114,cage,butler,butler,home,2,11/19/19,three,3,purple,1,32.36,,
3,114,cage,butler,butler,home,2,11/19/19,three,3,red,0,,,
7,119,control,butler,butler,home,2,11/19/19,three,2,blue,1,29.3,,
7,119,control,butler,butler,home,2,11/19/19,three,2,purple,0,,,
7,119,control,butler,butler,home,2,11/19/19,three,2,red,1,34.14,,
5,1,cage,pellicer,pellicer,home,3,11/15/19,three,1,blue,1,22,,
5,1,cage,pellicer,pellicer,home,3,11/15/19,three,1,purple,1,40,,
5,1,cage,pellicer,pellicer,home,3,11/15/19,three,1,red,1,29,,
20,2,control,butler,pellicer,away,3,11/12/19,three,2,blue,1,30,,
20,2,control,butler,pellicer,away,3,11/12/19,three,2,purple,0,,,
20,2,control,butler,pellicer,away,3,11/12/19,three,2,red,2,,,
3,7,cage,pellicer,pellicer,home,3,11/15/19,three,1,blue,1,39,,
3,7,cage,pellicer,pellicer,home,3,11/15/19,three,1,purple,1,33,,spat on top of shell
3,7,cage,pellicer,pellicer,home,3,11/15/19,three,1,red,1,37,,
1,12,control,butler,pellicer,away,3,11/12/19,three,2,blue,0,,,
1,12,control,butler,pellicer,away,3,11/12/19,three,2,purple,1,43,,
1,12,control,butler,pellicer,away,3,11/12/19,three,2,red,0,,,
11,13,control,butler,pellicer,away,3,11/12/19,three,2,blue,1,24,,
11,13,control,butler,pellicer,away,3,11/12/19,three,2,purple,1,32,,
11,13,control,butler,pellicer,away,3,11/12/19,three,2,red,0,,,
6,16,control,pellicer,pellicer,home,3,11/15/19,three,1,blue,0,,,
6,16,control,pellicer,pellicer,home,3,11/15/19,three,1,purple,1,26,,
6,16,control,pellicer,pellicer,home,3,11/15/19,three,1,red,0,,,
12,18,cage,pellicer,pellicer,home,3,11/15/19,three,2,blue,1,22,,
12,18,cage,pellicer,pellicer,home,3,11/15/19,three,2,purple,0,,,
12,18,cage,pellicer,pellicer,home,3,11/15/19,three,2,red,1,29,,
15,22,control,pellicer,pellicer,home,3,11/15/19,three,3,blue,1,26,,
15,22,control,pellicer,pellicer,home,3,11/15/19,three,3,purple,0,,,
15,22,control,pellicer,pellicer,home,3,11/15/19,three,3,red,2,,,
10,24,control,pellicer,pellicer,home,3,11/15/19,three,1,blue,1,21,,
10,24,control,pellicer,pellicer,home,3,11/15/19,three,1,purple,0,,,
10,24,control,pellicer,pellicer,home,3,11/15/19,three,1,red,1,29,,overgrowing blue
8,25,control,pellicer,pellicer,home,3,11/15/19,three,1,purple,1,30,,overgrowing red
8,25,control,pellicer,pellicer,home,3,11/15/19,three,1,red,1,24,,
7,26,cage,pellicer,pellicer,home,3,11/15/19,three,3,blue,1,25,,
7,26,cage,pellicer,pellicer,home,3,11/15/19,three,3,purple,1,41,,
7,26,cage,pellicer,pellicer,home,3,11/15/19,three,3,red,1,24,,
6,36,cage,butler,pellicer,away,3,11/12/19,three,2,blue,0,,,
6,36,cage,butler,pellicer,away,3,11/12/19,three,2,purple,0,,,
6,36,cage,butler,pellicer,away,3,11/12/19,three,2,red,0,,,
2,37,control,butler,pellicer,away,3,11/12/19,three,2,blue,1,33,,
2,37,control,butler,pellicer,away,3,11/12/19,three,2,purple,1,26,,
2,37,control,butler,pellicer,away,3,11/12/19,three,2,red,1,28,,
19,38,cage,butler,pellicer,away,3,11/12/19,three,2,blue,1,21,,
19,38,cage,butler,pellicer,away,3,11/12/19,three,2,purple,1,36,,
19,38,cage,butler,pellicer,away,3,11/12/19,three,2,red,1,39,,
4,41,control,butler,pellicer,away,3,11/12/19,three,2,blue,1,21,,
4,41,control,butler,pellicer,away,3,11/12/19,three,2,purple,0,,,
4,41,control,butler,pellicer,away,3,11/12/19,three,2,red,1,25,,
9,47,cage,butler,pellicer,away,3,11/12/19,three,2,blue,0,,,
9,47,cage,butler,pellicer,away,3,11/12/19,three,2,purple,1,21,,
9,47,cage,butler,pellicer,away,3,11/12/19,three,2,red,1,23,,
5,51,cage,butler,pellicer,away,3,11/12/19,three,2,blue,1,17,,
5,51,cage,butler,pellicer,away,3,11/12/19,three,2,purple,0,,,
5,51,cage,butler,pellicer,away,3,11/12/19,three,2,red,0,,,
13,52,cage,butler,pellicer,away,3,11/12/19,three,2,blue,1,21,,
13,52,cage,butler,pellicer,away,3,11/12/19,three,2,purple,1,29,,
13,52,cage,butler,pellicer,away,3,11/12/19,three,2,red,1,24,,
17,58,cage,pellicer,pellicer,home,3,11/15/19,three,2,blue,0,,,
17,58,cage,pellicer,pellicer,home,3,11/15/19,three,2,purple,0,,,
17,58,cage,pellicer,pellicer,home,3,11/15/19,three,2,red,0,,,
18,59,control,pellicer,pellicer,home,3,11/15/19,three,2,blue,0,,,
18,59,control,pellicer,pellicer,home,3,11/15/19,three,2,purple,1,30,,
18,59,control,pellicer,pellicer,home,3,11/15/19,three,2,red,0,,,
16,62,cage,pellicer,butler,away,3,11/15/19,three,2,blue,0,,,
16,62,cage,pellicer,butler,away,3,11/15/19,three,2,purple,0,,,
16,62,cage,pellicer,butler,away,3,11/15/19,three,2,red,0,,,
16,66,cage,butler,butler,home,3,11/12/19,three,2,blue,1,23,,
16,66,cage,butler,butler,home,3,11/12/19,three,2,purple,2,,,
16,66,cage,butler,butler,home,3,11/12/19,three,2,red,1,29,,
20,69,cage,pellicer,butler,away,3,11/15/19,three,3,blue,1,43,,
20,69,cage,pellicer,butler,away,3,11/15/19,three,3,purple,1,24,,
20,69,cage,pellicer,butler,away,3,11/15/19,three,3,red,1,19,,
19,70,control,pellicer,butler,away,3,11/15/19,three,2,blue,0,,,
19,70,control,pellicer,butler,away,3,11/15/19,three,2,purple,0,,,
19,70,control,pellicer,butler,away,3,11/15/19,three,2,red,0,,,
9,71,cage,pellicer,butler,away,3,11/15/19,three,3,blue,1,30,,
9,71,cage,pellicer,butler,away,3,11/15/19,three,3,purple,0,,,
9,71,cage,pellicer,butler,away,3,11/15/19,three,3,red,1,24,,
11,73,control,pellicer,butler,away,3,11/15/19,three,1,blue,1,28,,
11,73,control,pellicer,butler,away,3,11/15/19,three,1,purple,1,21,,
11,73,control,pellicer,butler,away,3,11/15/19,three,1,red,0,,,gaper
13,80,cage,pellicer,butler,away,3,11/15/19,three,2,blue,1,25,,
13,80,cage,pellicer,butler,away,3,11/15/19,three,2,purple,1,36,,
13,80,cage,pellicer,butler,away,3,11/15/19,three,2,red,1,45,,
15,82,control,butler,butler,home,3,11/12/19,three,2,blue,1,24,,
15,82,control,butler,butler,home,3,11/12/19,three,2,purple,0,,,
15,82,control,butler,butler,home,3,11/12/19,three,2,red,0,,,
4,83,control,pellicer,butler,away,3,11/15/19,three,3,blue,1,34,,
4,83,control,pellicer,butler,away,3,11/15/19,three,3,purple,0,,,
4,83,control,pellicer,butler,away,3,11/15/19,three,3,red,0,,,
7,84,control,butler,butler,home,3,11/12/19,three,3,blue,1,22,,
7,84,control,butler,butler,home,3,11/12/19,three,3,purple,0,,,
7,84,control,butler,butler,home,3,11/12/19,three,3,red,0,,,
8,87,control,butler,butler,home,3,11/12/19,three,1,blue,0,,,
8,87,control,butler,butler,home,3,11/12/19,three,1,purple,0,,,
8,87,control,butler,butler,home,3,11/12/19,three,1,red,0,,,
10,89,control,butler,butler,home,3,11/12/19,three,2,blue,1,24,,
10,89,control,butler,butler,home,3,11/12/19,three,2,purple,2,,,
10,89,control,butler,butler,home,3,11/12/19,three,2,red,1,30,,
2,90,control,pellicer,butler,away,3,11/15/19,three,3,blue,0,,,
2,90,control,pellicer,butler,away,3,11/15/19,three,3,purple,0,,,
2,90,control,pellicer,butler,away,3,11/15/19,three,3,red,0,,,
18,92,cage,butler,butler,home,3,11/12/19,three,3,blue,2,,,
18,92,cage,butler,butler,home,3,11/12/19,three,3,purple,1,18,,
18,92,cage,butler,butler,home,3,11/12/19,three,3,red,0,,,
12,99,cage,butler,butler,home,3,11/12/19,three,3,blue,1,22,,
12,99,cage,butler,butler,home,3,11/12/19,three,3,purple,0,,,
12,99,cage,butler,butler,home,3,11/12/19,three,3,red,0,,,
17,100,control,butler,butler,home,3,11/12/19,three,3,blue,1,19,,
17,100,control,butler,butler,home,3,11/12/19,three,3,purple,0,,,
17,100,control,butler,butler,home,3,11/12/19,three,3,red,2,,,shell missing
14,105,cage,butler,butler,home,3,11/12/19,three,2,blue,1,38,,
14,105,cage,butler,butler,home,3,11/12/19,three,2,purple,1,26,,
14,105,cage,butler,butler,home,3,11/12/19,three,2,red,1,27,,umbo overgrown by blue
1,107,control,pellicer,butler,away,3,11/15/19,three,1,blue,0,,,
1,107,control,pellicer,butler,away,3,11/15/19,three,1,purple,0,,,
1,107,control,pellicer,butler,away,3,11/15/19,three,1,red,0,,,
3,117,cage,butler,butler,home,3,11/12/19,three,2,blue,1,24,,
3,117,cage,butler,butler,home,3,11/12/19,three,2,purple,1,31,,
3,117,cage,butler,butler,home,3,11/12/19,three,2,red,1,25,,
14,120,cage,pellicer,butler,away,3,11/15/19,three,1,blue,1,23,,
14,120,cage,pellicer,butler,away,3,11/15/19,three,1,purple,1,25,,
14,120,cage,pellicer,butler,away,3,11/15/19,three,1,red,1,18,,
