DateTime,Month,Site,speed,n
7/23/19,July,butler,0.262,1
7/23/19,July,butler,0.129,2
7/23/19,July,butler,0.1805,6
7/23/19,July,butler,0.110625,8
7/23/19,July,butler,0.2295,10
7/23/19,July,butler,0.179166667,12
7/23/19,July,butler,0.10775,12
7/23/19,July,butler,0.092545455,11
7/23/19,July,butler,0.127,8
7/23/19,July,butler,0.2515,6
7/23/19,July,butler,0.33,4
7/23/19,July,butler,0.278666667,3
7/23/19,July,butler,0.629,2
7/23/19,July,butler,0.3225,2
7/23/19,July,butler,0.2018,5
7/24/19,July,butler,0.159625,8
7/24/19,July,butler,0.083888889,9
7/24/19,July,butler,0.106636364,11
7/24/19,July,butler,0.099454545,11
7/24/19,July,butler,0.119444444,9
7/24/19,July,butler,0.232285714,7
7/24/19,July,butler,0.138166667,6
7/24/19,July,butler,0.21625,4
7/24/19,July,butler,0.2445,2
7/24/19,July,butler,0.368,1
7/24/19,July,butler,0.18,4
7/24/19,July,butler,0.197333333,6
7/24/19,July,butler,0.113888889,9
7/24/19,July,butler,0.131636364,11
7/24/19,July,butler,0.135615385,13
7/24/19,July,butler,0.113076923,13
7/24/19,July,butler,0.091333333,12
7/24/19,July,butler,0.134777778,9
7/24/19,July,butler,0.243,7
7/24/19,July,butler,0.1918,5
7/24/19,July,butler,0.13825,4
7/24/19,July,butler,0.08975,4
7/24/19,July,butler,0.1448,5
7/25/19,July,butler,0.142857143,7
7/25/19,July,butler,0.090555556,9
7/25/19,July,butler,0.073090909,11
7/25/19,July,butler,0.084692308,13
7/25/19,July,butler,0.081692308,13
7/25/19,July,butler,0.073,12
7/25/19,July,butler,0.097222222,9
7/25/19,July,butler,0.264,7
7/25/19,July,butler,0.201,5
7/25/19,July,butler,0.283,4
7/25/19,July,butler,0.137333333,3
7/25/19,July,butler,0.08375,4
7/25/19,July,butler,0.226166667,6
7/25/19,July,butler,0.177444444,9
7/25/19,July,butler,0.095833333,12
7/25/19,July,butler,0.075571429,14
7/25/19,July,butler,0.086571429,14
7/25/19,July,butler,0.117857143,14
7/25/19,July,butler,0.1075,12
7/25/19,July,butler,0.1085,10
7/25/19,July,butler,0.167,8
7/25/19,July,butler,0.177857143,7
7/25/19,July,butler,0.171166667,6
7/25/19,July,butler,0.084666667,6
7/26/19,July,butler,0.149714286,7
7/26/19,July,butler,0.130111111,9
7/26/19,July,butler,0.075727273,11
7/26/19,July,butler,0.085153846,13
7/26/19,July,butler,0.09,14
7/26/19,July,butler,0.0895,14
7/26/19,July,butler,0.078416667,12
7/26/19,July,butler,0.1179,10
7/26/19,July,butler,0.1735,8
7/26/19,July,butler,0.276333333,6
7/26/19,July,butler,0.2426,5
7/26/19,July,butler,0.1655,4
7/26/19,July,butler,0.1644,5
7/26/19,July,butler,0.261125,8
7/26/19,July,butler,0.093272727,11
7/26/19,July,butler,0.102307692,13
7/26/19,July,butler,0.1146,15
7/26/19,July,butler,0.1328125,16
7/26/19,July,butler,0.1381875,16
7/26/19,July,butler,0.090714286,14
7/26/19,July,butler,0.08975,12
7/26/19,July,butler,0.1331,10
7/26/19,July,butler,0.19175,8
7/26/19,July,butler,0.164,7
7/27/19,July,butler,0.078333333,6
7/27/19,July,butler,0.1675,8
7/27/19,July,butler,0.0978,10
7/27/19,July,butler,0.077083333,12
7/27/19,July,butler,0.093071429,14
7/27/19,July,butler,0.072866667,15
7/27/19,July,butler,0.096466667,15
7/27/19,July,butler,0.063153846,13
7/27/19,July,butler,0.121363636,11
7/27/19,July,butler,0.115333333,9
7/27/19,July,butler,0.175571429,7
7/27/19,July,butler,0.300166667,6
7/27/19,July,butler,0.18925,4
7/27/19,July,butler,0.240833333,6
7/27/19,July,butler,0.282,9
7/27/19,July,butler,0.082916667,12
7/27/19,July,butler,0.109933333,15
7/27/19,July,butler,0.149411765,17
7/27/19,July,butler,0.180722222,18
7/27/19,July,butler,0.157294118,17
7/27/19,July,butler,0.0954,15
7/27/19,July,butler,0.072307692,13
7/27/19,July,butler,0.113818182,11
7/27/19,July,butler,0.152888889,9
7/28/19,July,butler,0.281142857,7
7/28/19,July,butler,0.103714286,7
7/28/19,July,butler,0.08775,8
7/28/19,July,butler,0.0773,10
7/28/19,July,butler,0.093230769,13
7/28/19,July,butler,0.106714286,14
7/28/19,July,butler,0.093333333,15
7/28/19,July,butler,0.115066667,15
7/28/19,July,butler,0.104,13
7/28/19,July,butler,0.090636364,11
7/28/19,July,butler,0.134,9
7/28/19,July,butler,0.2,7
7/28/19,July,butler,0.2344,5
7/28/19,July,butler,0.169,4
7/28/19,July,butler,0.261,6
7/28/19,July,butler,0.248444444,9
7/28/19,July,butler,0.088923077,13
7/28/19,July,butler,0.126333333,15
7/28/19,July,butler,0.180117647,17
7/28/19,July,butler,0.182111111,18
7/28/19,July,butler,0.114166667,18
7/28/19,July,butler,0.094,15
7/28/19,July,butler,0.12,13
7/28/19,July,butler,0.1276,10
7/29/19,July,butler,0.21325,8
7/29/19,July,butler,0.227714286,7
7/29/19,July,butler,0.223666667,6
7/29/19,July,butler,0.185857143,7
7/29/19,July,butler,0.1669,10
7/29/19,July,butler,0.082416667,12
7/29/19,July,butler,0.1085,14
7/29/19,July,butler,0.133,15
7/29/19,July,butler,0.118733333,15
7/29/19,July,butler,0.111307692,13
7/29/19,July,butler,0.0829,10
7/29/19,July,butler,0.161875,8
7/29/19,July,butler,0.3005,6
7/29/19,July,butler,0.266,4
7/29/19,July,butler,0.163,3
7/29/19,July,butler,0.2394,5
7/29/19,July,butler,0.210111111,9
7/29/19,July,butler,0.112416667,12
7/29/19,July,butler,0.151933333,15
7/29/19,July,butler,0.157176471,17
7/29/19,July,butler,0.143944444,18
7/29/19,July,butler,0.137222222,18
7/29/19,July,butler,0.0838,15
7/29/19,July,butler,0.113666667,12
7/30/19,July,butler,0.1466,10
7/30/19,July,butler,0.314714286,7
7/30/19,July,butler,0.2668,5
7/30/19,July,butler,0.25775,4
7/30/19,July,butler,0.1844,5
7/30/19,July,butler,0.204,9
7/30/19,July,butler,0.085916667,12
7/30/19,July,butler,0.068285714,14
7/30/19,July,butler,0.086066667,15
7/30/19,July,butler,0.124533333,15
7/30/19,July,butler,0.073692308,13
7/30/19,July,butler,0.1253,10
7/30/19,July,butler,0.230857143,7
7/30/19,July,butler,0.3726,5
7/30/19,July,butler,0.372,3
7/30/19,July,butler,0.1125,2
7/30/19,July,butler,0.299,4
7/30/19,July,butler,0.267625,8
7/30/19,July,butler,0.076166667,12
7/30/19,July,butler,0.159,15
7/30/19,July,butler,0.149705882,17
7/30/19,July,butler,0.152944444,18
7/30/19,July,butler,0.107277778,18
7/30/19,July,butler,0.093285714,14
7/31/19,July,butler,0.195818182,11
7/31/19,July,butler,0.233777778,9
7/31/19,July,butler,0.33,6
7/31/19,July,butler,0.29975,4
7/31/19,July,butler,0.25,3
7/31/19,July,butler,0.1722,5
7/31/19,July,butler,0.225888889,9
7/31/19,July,butler,0.090916667,12
7/31/19,July,butler,0.108214286,14
7/31/19,July,butler,0.1348,15
7/31/19,July,butler,0.0878,15
7/31/19,July,butler,0.084583333,12
7/31/19,July,butler,0.141666667,9
7/31/19,July,butler,0.302,7
7/31/19,July,butler,0.3982,5
7/31/19,July,butler,0.317,2
7/31/19,July,butler,0.028,1
7/31/19,July,butler,0.2885,4
7/31/19,July,butler,0.290777778,9
7/31/19,July,butler,0.078307692,13
7/31/19,July,butler,0.0976875,16
7/31/19,July,butler,0.118555556,18
7/31/19,July,butler,0.136888889,18
7/31/19,July,butler,0.127833333,18
8/1/19,August,butler,0.099785714,14
8/1/19,August,butler,0.150818182,11
8/1/19,August,butler,0.229,8
8/1/19,August,butler,0.3175,6
8/1/19,August,butler,0.4175,4
8/1/19,August,butler,0.1925,2
8/1/19,August,butler,0.1892,5
8/1/19,August,butler,0.192222222,9
8/1/19,August,butler,0.062083333,12
8/1/19,August,butler,0.138533333,15
8/1/19,August,butler,0.139,16
8/1/19,August,butler,0.0928125,16
8/1/19,August,butler,0.111461538,13
8/1/19,August,butler,0.1348,10
8/1/19,August,butler,0.327857143,7
8/1/19,August,butler,0.3574,5
8/1/19,August,butler,0.417,2
8/1/19,August,butler,0.392,2
8/1/19,August,butler,0.295,5
8/1/19,August,butler,0.208333333,9
8/1/19,August,butler,0.104461538,13
8/1/19,August,butler,0.1194375,16
8/1/19,August,butler,0.102055556,18
8/1/19,August,butler,0.186611111,18
8/2/19,August,butler,0.0985,18
8/2/19,August,butler,0.117357143,14
8/2/19,August,butler,0.154454545,11
8/2/19,August,butler,0.25125,8
8/2/19,August,butler,0.395333333,6
8/2/19,August,butler,0.5,4
8/2/19,August,butler,0.236,2
8/2/19,August,butler,0.1872,5
8/2/19,August,butler,0.1318,10
8/2/19,August,butler,0.088538462,13
8/2/19,August,butler,0.1315625,16
8/2/19,August,butler,0.175764706,17
8/2/19,August,butler,0.141941176,17
8/2/19,August,butler,0.089142857,14
8/2/19,August,butler,0.121090909,11
8/2/19,August,butler,0.21675,8
8/2/19,August,butler,0.3382,5
8/2/19,August,butler,0.373,3
8/2/19,August,butler,0.1985,2
8/2/19,August,butler,0.295833333,6
8/2/19,August,butler,0.1424,10
8/2/19,August,butler,0.081285714,14
8/2/19,August,butler,0.153705882,17
8/2/19,August,butler,0.176444444,18
8/3/19,August,butler,0.192833333,18
8/3/19,August,butler,0.108,18
8/3/19,August,butler,0.091285714,14
8/3/19,August,butler,0.143909091,11
8/3/19,August,butler,0.256375,8
8/3/19,August,butler,0.380166667,6
8/3/19,August,butler,0.380333333,3
8/3/19,August,butler,0.127666667,3
8/3/19,August,butler,0.288166667,6
8/3/19,August,butler,0.0974,10
8/3/19,August,butler,0.127,14
8/3/19,August,butler,0.1255,16
8/3/19,August,butler,0.161941176,17
8/3/19,August,butler,0.1353125,16
8/3/19,August,butler,0.105615385,13
8/3/19,August,butler,0.1172,10
8/3/19,August,butler,0.231571429,7
8/3/19,August,butler,0.47,5
8/3/19,August,butler,0.406,3
8/3/19,August,butler,0.2705,2
8/3/19,August,butler,0.2456,5
8/3/19,August,butler,0.1862,10
8/3/19,August,butler,0.076857143,14
8/3/19,August,butler,0.135529412,17
8/4/19,August,butler,0.171055556,18
8/4/19,August,butler,0.151888889,18
8/4/19,August,butler,0.076625,16
8/4/19,August,butler,0.129153846,13
8/4/19,August,butler,0.2448,10
8/4/19,August,butler,0.353,7
8/4/19,August,butler,0.4476,5
8/4/19,August,butler,0.4615,2
8/4/19,August,butler,0.063,2
8/4/19,August,butler,0.234333333,6
8/4/19,August,butler,0.0901,10
8/4/19,August,butler,0.091846154,13
8/4/19,August,butler,0.085,16
8/4/19,August,butler,0.107882353,17
8/4/19,August,butler,0.1005625,16
8/4/19,August,butler,0.107461538,13
8/4/19,August,butler,0.1699,10
8/4/19,August,butler,0.285857143,7
8/4/19,August,butler,0.441,5
8/4/19,August,butler,0.396666667,3
8/4/19,August,butler,0.194,2
8/4/19,August,butler,0.2998,5
8/4/19,August,butler,0.190666667,9
8/4/19,August,butler,0.095923077,13
8/5/19,August,butler,0.101,15
8/5/19,August,butler,0.184117647,17
8/5/19,August,butler,0.127529412,17
8/5/19,August,butler,0.083928571,14
8/5/19,August,butler,0.136363636,11
8/5/19,August,butler,0.252125,8
8/5/19,August,butler,0.4074,5
8/5/19,August,butler,0.449333333,3
8/5/19,August,butler,0.392,1
8/5/19,August,butler,0.17,2
8/5/19,August,butler,0.1995,6
8/5/19,August,butler,0.1388,10
8/5/19,August,butler,0.102230769,13
8/5/19,August,butler,0.095666667,15
8/5/19,August,butler,0.1300625,16
8/5/19,August,butler,0.115133333,15
8/5/19,August,butler,0.122833333,12
8/5/19,August,butler,0.247777778,9
8/5/19,August,butler,0.296142857,7
8/5/19,August,butler,0.3196,5
8/5/19,August,butler,0.316666667,3
8/5/19,August,butler,0.348,2
8/5/19,August,butler,0.2425,4
8/5/19,August,butler,0.186875,8
8/6/19,August,butler,0.100636364,11
8/6/19,August,butler,0.120357143,14
8/6/19,August,butler,0.146866667,15
8/6/19,August,butler,0.122133333,15
8/6/19,August,butler,0.116666667,12
8/6/19,August,butler,0.226444444,9
8/6/19,August,butler,0.292,6
8/6/19,August,butler,0.3665,4
8/6/19,August,butler,0.383,1
8/6/19,August,butler,0.1615,2
8/6/19,August,butler,0.218,5
8/6/19,August,butler,0.193444444,9
8/6/19,August,butler,0.09825,12
8/6/19,August,butler,0.084857143,14
8/6/19,August,butler,0.1302,15
8/6/19,August,butler,0.092785714,14
8/6/19,August,butler,0.141909091,11
8/6/19,August,butler,0.234875,8
8/6/19,August,butler,0.3735,6
8/6/19,August,butler,0.445,4
8/6/19,August,butler,0.377,1
8/6/19,August,butler,0.254,1
8/6/19,August,butler,0.123,3
8/7/19,August,butler,0.195714286,7
8/7/19,August,butler,0.0918,10
8/7/19,August,butler,0.07375,12
8/7/19,August,butler,0.100307692,13
8/7/19,August,butler,0.071076923,13
8/7/19,August,butler,0.1257,10
8/7/19,August,butler,0.279428571,7
8/7/19,August,butler,0.3446,5
8/7/19,August,butler,0.391333333,3
8/7/19,August,butler,0.111,1
8/7/19,August,butler,0.16,5
8/7/19,August,butler,0.230625,8
8/7/19,August,butler,0.092909091,11
8/7/19,August,butler,0.081692308,13
8/7/19,August,butler,0.110857143,14
8/7/19,August,butler,0.074461538,13
8/7/19,August,butler,0.1296,10
8/7/19,August,butler,0.22975,8
8/7/19,August,butler,0.3216,5
8/7/19,August,butler,0.458666667,3
8/7/19,August,butler,0.321,1
8/8/19,August,butler,0.124666667,3
8/8/19,August,butler,0.182666667,6
8/8/19,August,butler,0.104222222,9
8/8/19,August,butler,0.107090909,11
8/8/19,August,butler,0.104916667,12
8/8/19,August,butler,0.086545455,11
8/8/19,August,butler,0.155,9
8/8/19,August,butler,0.289833333,6
8/8/19,August,butler,0.38125,4
8/8/19,August,butler,0.33,2
8/8/19,August,butler,0.2565,2
8/8/19,August,butler,0.219,5
8/8/19,August,butler,0.17125,8
8/8/19,August,butler,0.059545455,11
8/8/19,August,butler,0.086153846,13
8/8/19,August,butler,0.083857143,14
8/8/19,August,butler,0.077769231,13
8/8/19,August,butler,0.1624,10
8/8/19,August,butler,0.212857143,7
8/8/19,August,butler,0.2658,5
8/8/19,August,butler,0.344,3
8/8/19,August,butler,0.298,1
8/9/19,August,butler,0.122666667,3
8/9/19,August,butler,0.211833333,6
8/9/19,August,butler,0.116625,8
8/9/19,August,butler,0.108,10
8/9/19,August,butler,0.075818182,11
8/9/19,August,butler,0.093363636,11
8/9/19,August,butler,0.176875,8
8/9/19,August,butler,0.2685,6
8/9/19,August,butler,0.308,4
8/9/19,August,butler,0.2945,2
8/9/19,August,butler,0.266,2
8/9/19,August,butler,0.210333333,6
8/9/19,August,butler,0.115333333,9
8/9/19,August,butler,0.07075,12
8/9/19,August,butler,0.110461538,13
8/9/19,August,butler,0.089857143,14
8/9/19,August,butler,0.081230769,13
8/9/19,August,butler,0.084181818,11
8/9/19,August,butler,0.195125,8
8/9/19,August,butler,0.31,6
8/9/19,August,butler,0.334666667,3
8/10/19,August,butler,0.363,1
8/10/19,August,butler,0.297,1
8/10/19,August,butler,0.1165,4
8/10/19,August,butler,0.2065,6
8/10/19,August,butler,0.076222222,9
8/10/19,August,butler,0.081272727,11
8/10/19,August,butler,0.076583333,12
8/10/19,August,butler,0.071909091,11
8/10/19,August,butler,0.113444444,9
8/10/19,August,butler,0.257833333,6
8/10/19,August,butler,0.31575,4
8/10/19,August,butler,0.346666667,3
8/10/19,August,butler,0.135,1
8/10/19,August,butler,0.054,1
8/10/19,August,butler,0.289666667,3
8/10/19,August,butler,0.206857143,7
8/10/19,August,butler,0.121888889,9
8/10/19,August,butler,0.096333333,12
8/10/19,August,butler,0.086,14
8/10/19,August,butler,0.101214286,14
8/10/19,August,butler,0.101,13
8/10/19,August,butler,0.095272727,11
8/10/19,August,butler,0.168,8
8/10/19,August,butler,0.317833333,6
8/11/19,August,butler,0.36675,4
8/11/19,August,butler,0.2075,2
8/11/19,August,butler,0.2995,2
8/11/19,August,butler,0.164666667,3
8/11/19,August,butler,0.230333333,6
8/11/19,August,butler,0.111777778,9
8/11/19,August,butler,0.070727273,11
8/11/19,August,butler,0.100333333,12
8/11/19,August,butler,0.071583333,12
8/11/19,August,butler,0.157888889,9
8/11/19,August,butler,0.251714286,7
8/11/19,August,butler,0.2784,5
8/11/19,August,butler,0.348,3
8/11/19,August,butler,0.149,1
8/11/19,August,butler,0.083,1
8/11/19,August,butler,0.2185,4
8/11/19,August,butler,0.187285714,7
8/11/19,August,butler,0.0971,10
8/11/19,August,butler,0.065307692,13
8/11/19,August,butler,0.1015,14
8/11/19,August,butler,0.111933333,15
8/11/19,August,butler,0.093428571,14
8/11/19,August,butler,0.103636364,11
8/11/19,August,butler,0.20025,8
8/12/19,August,butler,0.289333333,6
8/12/19,August,butler,0.314,4
8/12/19,August,butler,0.2565,2
8/12/19,August,butler,0.169,2
8/12/19,August,butler,0.162,5
8/12/19,August,butler,0.14125,8
8/12/19,August,butler,0.0809,10
8/12/19,August,butler,0.079666667,12
8/12/19,August,butler,0.091230769,13
8/12/19,August,butler,0.074583333,12
8/12/19,August,butler,0.078444444,9
8/12/19,August,butler,0.19,7
8/12/19,August,butler,0.255,5
8/12/19,August,butler,0.348333333,3
8/12/19,August,butler,0.2965,2
8/12/19,August,butler,0.113,3
8/12/19,August,butler,0.2716,5
8/12/19,August,butler,0.234,9
8/12/19,August,butler,0.096727273,11
8/12/19,August,butler,0.0845,14
8/12/19,August,butler,0.12325,16
8/12/19,August,butler,0.1186875,16
8/12/19,August,butler,0.080214286,14
8/12/19,August,butler,0.091363636,11
8/13/19,August,butler,0.140777778,9
8/13/19,August,butler,0.219,6
8/13/19,August,butler,0.276,5
8/13/19,August,butler,0.269,3
8/13/19,August,butler,0.116,3
8/13/19,August,butler,0.22,6
8/13/19,August,butler,0.121222222,9
8/13/19,August,butler,0.055272727,11
8/13/19,August,butler,0.076153846,13
8/13/19,August,butler,0.097285714,14
8/13/19,August,butler,0.067083333,12
8/13/19,August,butler,0.1069,10
8/13/19,August,butler,0.204714286,7
8/13/19,August,butler,0.2838,5
8/13/19,August,butler,0.276333333,3
8/13/19,August,butler,0.277,2
8/13/19,August,butler,0.206333333,3
8/13/19,August,butler,0.275333333,6
8/13/19,August,butler,0.133555556,9
8/13/19,August,butler,0.093583333,12
8/13/19,August,butler,0.081066667,15
8/13/19,August,butler,0.0830625,16
8/13/19,August,butler,0.107,16
8/13/19,August,butler,0.084642857,14
8/14/19,August,butler,0.1658,10
8/14/19,August,butler,0.26525,8
8/14/19,August,butler,0.290166667,6
8/14/19,August,butler,0.333,4
8/14/19,August,butler,0.2355,2
8/14/19,August,butler,0.159666667,3
8/14/19,August,butler,0.198833333,6
8/14/19,August,butler,0.098222222,9
8/14/19,August,butler,0.079916667,12
8/14/19,August,butler,0.052230769,13
8/14/19,August,butler,0.080692308,13
8/14/19,August,butler,0.109363636,11
8/14/19,August,butler,0.16925,8
8/14/19,August,butler,0.263,6
8/14/19,August,butler,0.35775,4
8/14/19,August,butler,0.445,2
8/14/19,August,butler,0.365,1
8/14/19,August,butler,0.0785,2
8/14/19,August,butler,0.216,6
8/14/19,August,butler,0.098666667,9
8/14/19,August,butler,0.08875,12
8/14/19,August,butler,0.106428571,14
8/14/19,August,butler,0.119866667,15
8/14/19,August,butler,0.132066667,15
8/15/19,August,butler,0.124636364,11
8/15/19,August,butler,0.225375,8
8/15/19,August,butler,0.357666667,6
8/15/19,August,butler,0.465,4
8/15/19,August,butler,0.3065,2
8/15/19,August,butler,0.119,1
8/15/19,August,butler,0.236333333,3
8/15/19,August,butler,0.148666667,6
8/15/19,August,butler,0.143333333,9
8/15/19,August,butler,0.086454545,11
8/15/19,August,butler,0.060416667,12
8/15/19,August,butler,0.0745,12
8/15/19,August,butler,0.1084,10
8/15/19,August,butler,0.266,7
8/15/19,August,butler,0.311,5
8/15/19,August,butler,0.452,3
8/15/19,August,butler,0.271,1
8/15/19,August,butler,0.139,3
8/15/19,August,butler,0.167833333,6
8/15/19,August,butler,0.15,9
8/15/19,August,butler,0.093833333,12
8/15/19,August,butler,0.085071429,14
8/15/19,August,butler,0.080866667,15
8/16/19,August,butler,0.068461538,13
8/16/19,August,butler,0.215333333,9
8/16/19,August,butler,0.300571429,7
8/16/19,August,butler,0.41975,4
8/16/19,August,butler,0.3475,2
8/16/19,August,butler,0.184333333,3
8/16/19,August,butler,0.158285714,7
8/16/19,August,butler,0.116111111,9
8/16/19,August,butler,0.087545455,11
8/16/19,August,butler,0.095,12
8/16/19,August,butler,0.077,10
8/16/19,August,butler,0.234,8
8/16/19,August,butler,0.3636,5
8/16/19,August,butler,0.475333333,3
8/16/19,August,butler,0.479,1
8/16/19,August,butler,0.11975,4
8/16/19,August,butler,0.177571429,7
8/16/19,August,butler,0.109444444,9
8/16/19,August,butler,0.096,12
8/16/19,August,butler,0.064,13
8/17/19,August,butler,0.093769231,13
8/17/19,August,butler,0.0822,10
8/17/19,August,butler,0.261857143,7
8/17/19,August,butler,0.378,5
8/17/19,August,butler,0.46,2
8/17/19,August,butler,0.113,1
8/17/19,August,butler,0.1615,4
8/17/19,August,butler,0.188142857,7
8/17/19,August,butler,0.091666667,9
8/17/19,August,butler,0.096909091,11
8/17/19,August,butler,0.091363636,11
8/17/19,August,butler,0.109444444,9
8/17/19,August,butler,0.267666667,6
8/17/19,August,butler,0.338,4
8/17/19,August,butler,0.374,1
8/17/19,August,butler,0.22275,4
8/17/19,August,butler,0.185714286,7
8/17/19,August,butler,0.0942,10
8/17/19,August,butler,0.087333333,12
8/18/19,August,butler,0.071538462,13
8/18/19,August,butler,0.098363636,11
8/18/19,August,butler,0.2005,8
8/18/19,August,butler,0.3342,5
8/18/19,August,butler,0.335666667,3
8/18/19,August,butler,0.192,1
8/18/19,August,butler,0.186,3
8/18/19,August,butler,0.132166667,6
8/18/19,August,butler,0.179625,8
8/18/19,August,butler,0.076454545,11
8/18/19,August,butler,0.1145,12
8/18/19,August,butler,0.101818182,11
8/18/19,August,butler,0.18075,8
8/18/19,August,butler,0.2995,6
8/18/19,August,butler,0.29375,4
8/18/19,August,butler,0.3275,2
8/18/19,August,butler,0.068,1
8/18/19,August,butler,0.132,4
8/18/19,August,butler,0.214142857,7
8/18/19,August,butler,0.132444444,9
8/18/19,August,butler,0.075083333,12
8/19/19,August,butler,0.076384615,13
8/19/19,August,butler,0.069846154,13
8/19/19,August,butler,0.093454545,11
8/19/19,August,butler,0.243375,8
8/19/19,August,butler,0.3166,5
8/19/19,August,butler,0.315666667,3
8/19/19,August,butler,0.315,1
8/19/19,August,butler,0.087,1
8/19/19,August,butler,0.106666667,3
8/19/19,August,butler,0.198166667,6
8/19/19,August,butler,0.134777778,9
8/19/19,August,butler,0.089272727,11
8/19/19,August,pellicer,0.047666667,3
8/19/19,August,butler,0.092076923,13
8/19/19,August,pellicer,0.0684,5
8/19/19,August,butler,0.082384615,13
8/19/19,August,pellicer,0.082,5
8/19/19,August,butler,0.093333333,12
8/19/19,August,pellicer,0.066,6
8/19/19,August,butler,0.159555556,9
8/19/19,August,pellicer,0.073833333,6
8/19/19,August,butler,0.2455,6
8/19/19,August,pellicer,0.1198,5
8/19/19,August,butler,0.3424,5
8/19/19,August,pellicer,0.1145,4
8/19/19,August,butler,0.336,3
8/19/19,August,pellicer,0.159333333,3
8/19/19,August,butler,0.253,2
8/19/19,August,pellicer,0.136,2
8/19/19,August,butler,0.141,3
8/19/19,August,pellicer,0.078,1
8/19/19,August,butler,0.199166667,6
8/19/19,August,pellicer,0.065,1
8/19/19,August,butler,0.135222222,9
8/19/19,August,pellicer,0.081,2
8/19/19,August,butler,0.077272727,11
8/19/19,August,pellicer,0.11425,4
8/20/19,August,butler,0.075,13
8/20/19,August,pellicer,0.051,5
8/20/19,August,butler,0.089714286,14
8/20/19,August,pellicer,0.0555,6
8/20/19,August,butler,0.074076923,13
8/20/19,August,pellicer,0.078666667,6
8/20/19,August,butler,0.1415,10
8/20/19,August,pellicer,0.052333333,6
8/20/19,August,butler,0.140428571,7
8/20/19,August,pellicer,0.0752,5
8/20/19,August,butler,0.2164,5
8/20/19,August,pellicer,0.065,4
8/20/19,August,butler,0.227666667,3
8/20/19,August,pellicer,0.080333333,3
8/20/19,August,butler,0.174,2
8/20/19,August,pellicer,0.1165,2
8/20/19,August,butler,0.0875,2
8/20/19,August,pellicer,0.1015,2
8/20/19,August,butler,0.1534,5
8/20/19,August,pellicer,0.074,1
8/20/19,August,butler,0.153375,8
8/20/19,August,pellicer,0.089,2
8/20/19,August,butler,0.0853,10
8/20/19,August,pellicer,0.07,3
8/20/19,August,butler,0.130416667,12
8/20/19,August,pellicer,0.0946,5
8/20/19,August,butler,0.108571429,14
8/20/19,August,pellicer,0.1145,6
8/20/19,August,butler,0.095307692,13
8/20/19,August,pellicer,0.0965,6
8/20/19,August,butler,0.088636364,11
8/20/19,August,pellicer,0.12,7
8/20/19,August,butler,0.160125,8
8/20/19,August,pellicer,0.088166667,6
8/20/19,August,butler,0.224166667,6
8/20/19,August,pellicer,0.0834,5
8/20/19,August,butler,0.265,4
8/20/19,August,pellicer,0.0545,4
8/20/19,August,butler,0.189333333,3
8/20/19,August,pellicer,0.123666667,3
8/20/19,August,butler,0.103,2
8/20/19,August,pellicer,0.049,2
8/20/19,August,butler,0.20275,4
8/20/19,August,pellicer,0.1545,2
8/20/19,August,butler,0.147142857,7
8/20/19,August,pellicer,0.0505,2
8/20/19,August,butler,0.123666667,9
8/20/19,August,pellicer,0.058666667,3
8/21/19,August,butler,0.089909091,11
8/21/19,August,pellicer,0.07675,4
8/21/19,August,butler,0.047076923,13
8/21/19,August,pellicer,0.093,5
8/21/19,August,butler,0.075461538,13
8/21/19,August,pellicer,0.086333333,6
8/21/19,August,butler,0.105363636,11
8/21/19,August,pellicer,0.079666667,6
8/21/19,August,butler,0.15775,8
8/21/19,August,pellicer,0.0818,5
8/21/19,August,butler,0.342,6
8/21/19,August,pellicer,0.112,4
8/21/19,August,butler,0.3285,4
8/21/19,August,pellicer,0.110666667,3
8/21/19,August,butler,0.226,2
8/21/19,August,pellicer,0.2755,2
8/21/19,August,butler,0.135,1
8/21/19,August,pellicer,0.449,2
8/21/19,August,butler,0.180333333,3
8/21/19,August,pellicer,0.094,1
8/21/19,August,butler,0.1642,5
8/21/19,August,pellicer,0.085,1
8/21/19,August,butler,0.210375,8
8/21/19,August,pellicer,0.133,2
8/21/19,August,butler,0.094818182,11
8/21/19,August,pellicer,0.0565,4
8/21/19,August,butler,0.082583333,12
8/21/19,August,pellicer,0.0904,5
8/21/19,August,butler,0.050615385,13
8/21/19,August,pellicer,0.0615,6
8/21/19,August,butler,0.078666667,12
8/21/19,August,pellicer,0.078833333,6
8/21/19,August,butler,0.130666667,9
8/21/19,August,pellicer,0.0885,6
8/21/19,August,butler,0.203857143,7
8/21/19,August,pellicer,0.0728,5
8/21/19,August,butler,0.2972,5
8/21/19,August,pellicer,0.06725,4
8/21/19,August,butler,0.209,4
8/21/19,August,pellicer,0.119333333,3
8/21/19,August,butler,0.1935,2
8/21/19,August,pellicer,0.104666667,3
8/21/19,August,butler,0.1,2
8/21/19,August,pellicer,0.1135,2
8/21/19,August,butler,0.15875,4
8/21/19,August,pellicer,0.133,1
8/21/19,August,butler,0.167,7
8/21/19,August,pellicer,0.03,1
8/22/19,August,butler,0.115444444,9
8/22/19,August,pellicer,0.032,2
8/22/19,August,butler,0.082818182,11
8/22/19,August,pellicer,0.09825,4
8/22/19,August,butler,0.09325,12
8/22/19,August,pellicer,0.097,4
8/22/19,August,butler,0.058272727,11
8/22/19,August,pellicer,0.0776,5
